RAJ2000,DEJ2000,objID,f_objID,Qual,e_RAJ2000,e_DEJ2000,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
189.002760580,27.980668750,141571890028557334,444915712,53,0.0664,0.2124,56301.430497690,8,18,20.6830,0.2227,18.7295,0.0000,115000,21.2616,0.1060,19.2534,0.1103,16892216,21.4680,0.0647,20.1317,0.2935,16892216,,,,,114720,,,,,16416
189.007835430,27.966663410,141561890077980695,444915712,53,0.1015,0.1197,56318.361817130,8,15,20.6030,0.0609,18.2576,0.0240,16793912,21.0800,0.1141,18.9829,0.0041,16892216,21.2838,0.1056,20.5239,0.0886,16892216,20.4693,0.0987,18.4080,0.3324,16892216,19.8610,0.1607,19.4592,0.2148,16793912
189.026788630,27.974302000,141561890268399794,168091648,20,0.0298,0.0302,56013.978622690,8,28,21.6931,0.1881,20.6327,0.1710,16777520,22.1000,0.1228,,,115000,21.4485,0.0841,21.4633,0.0397,115000,20.8775,0.0511,20.8633,0.1458,115000,,,,,114720
189.005384750,27.958683160,141551890054121063,444915712,53,0.0292,0.0345,55903.439293980,10,35,20.5113,0.0283,,,16892216,20.4020,0.0551,15.5670,0.0670,16892216,20.2593,0.0941,14.8052,0.0814,16892216,20.3320,0.3534,,,16892216,19.4371,0.1207,17.8235,0.0890,16892216
189.007951470,27.954140460,141541890078345450,444915712,53,0.0813,0.0622,55970.601759260,4,52,18.7498,0.1111,14.6002,0.0946,16892216,19.7933,0.0582,14.8414,0.1482,16892216,19.3210,0.2028,,,16892216,19.4368,0.0902,14.9987,0.1962,16892216,18.4700,0.0674,16.0803,0.0245,16793912
189.006184400,27.973652770,141561890062338755,310452224,37,0.0280,0.0280,55248.192210650,0,9,20.7471,0.0693,20.5069,0.0986,16777496,20.8353,0.0222,19.4693,0.0440,16777496,21.0146,0.1440,20.7366,0.1986,16777488,,,,,0,,,,,0
188.993832540,27.971275560,141561889939086232,176480256,21,0.0567,0.0868,55867.989606480,10,59,19.7379,0.0904,,,16875832,19.9169,0.0174,14.8387,0.1570,16892216,19.8900,0.1259,13.8658,0.0579,16892216,19.7232,0.0912,,,16892216,19.3121,0.0565,16.5427,0.0184,16875832
189.012100120,27.972912790,141561890120848158,1116004352,133,0.0679,0.0933,56077.717696760,7,24,21.5055,0.0174,20.9240,0.1140,16875832,21.5877,0.0423,20.4733,0.1660,16892216,21.8824,0.0064,20.4759,0.0052,16892216,21.5339,0.1754,20.3967,0.1493,16793912,,,,,16416
189.006176370,27.973664360,141561890061359142,444915712,53,0.0240,0.0538,56258.444965280,8,31,20.4335,0.0693,19.4596,0.0703,16892216,20.7749,0.0426,19.9337,0.1418,16892216,21.2262,0.1012,19.7249,0.3113,16892216,20.7978,0.0605,19.0793,0.0633,16892216,19.4988,0.1674,19.0976,0.2409,16696
188.991555840,27.977228480,141571889915493321,176480256,21,0.0173,0.0147,56005.386770830,10,47,19.8117,0.0156,16.3434,0.1126,16875832,20.0653,0.0167,15.1622,0.1624,16892216,19.9018,0.0177,14.7334,0.0670,16892216,19.7552,0.0574,,,16892216,19.5636,0.1398,17.2720,0.0000,16892216
188.995360660,27.967437040,141561889953521578,444915712,53,0.0349,0.0592,55973.049976850,10,59,19.1967,0.0797,13.6369,0.0399,16892216,19.9880,0.1040,14.7146,0.1276,16892216,19.8155,0.0148,12.9870,0.1932,16892216,19.2908,0.0984,13.9867,0.1287,16892216,,,13.0585,0.0030,114744
188.990361240,27.975846780,141571889903671593,444915712,53,0.0431,0.0395,55987.109305560,10,60,19.4675,0.0554,16.0152,0.1386,16892216,19.9117,0.0715,14.3741,0.1363,16892216,19.7700,0.0340,13.7473,0.0468,16892216,19.3994,0.0695,16.6000,0.1325,16892216,19.3468,0.0578,16.6692,0.0196,16892216
189.008109830,27.972182490,141561890081237237,176480256,21,0.0196,0.0255,56124.650208330,9,47,20.4254,0.0707,19.2622,0.2489,16810296,20.4667,0.0456,19.4395,0.1015,16892216,21.1678,0.0977,19.6346,0.1013,16892216,20.6932,0.1023,19.9403,0.0648,16793912,,,,,16416
189.002489700,27.980720990,141571890025517533,310697984,37,5.8524,3.0514,55365.281504630,0,10,20.8762,0.1311,19.9312,0.2055,16777496,21.4182,0.0999,19.4836,0.0556,16777496,21.4476,0.3201,20.0621,0.2593,16777496,,,,,0,,,,,0
188.999198600,27.963482050,141551889991546819,444915712,53,0.1507,0.2098,55775.310092590,4,32,19.1591,0.0000,14.1722,0.3262,16892216,19.7005,0.0137,16.3469,0.1054,16892216,20.2456,0.0758,15.6731,0.0000,16793912,,,17.9778,0.0000,16440,,,,,16416
189.007863860,27.959685080,141551890078402305,444915712,53,0.0555,0.1140,56208.488321760,6,21,20.3824,0.1701,16.3848,0.2904,16892216,20.8916,0.0646,18.4408,0.1852,16892216,20.9023,0.1052,18.2612,0.1617,16793912,20.3829,0.1368,18.8427,0.0925,16793912,,,,,16416
189.006705480,27.960473610,141551890067303181,444915712,53,0.0323,0.0460,56181.543877310,8,35,20.5048,0.1504,18.7502,0.2936,16892216,20.9900,0.1152,18.3454,0.2457,16892216,20.6967,0.1464,18.0921,0.1357,16892216,20.9733,0.3767,19.4118,0.0936,16892216,19.5906,0.1378,18.5677,0.1280,16793912
189.010231010,27.990488340,141581890102829108,444915712,53,0.0123,0.0092,56131.063495370,10,91,20.1895,0.0501,19.8384,0.0602,16892216,20.0967,0.0181,19.2699,0.0186,16892216,19.7427,0.0251,18.8803,0.0168,16892216,19.6300,0.0453,18.8490,0.0240,16892216,19.4066,0.0505,18.9665,0.0576,16892216
189.012507530,27.957085830,141541890125288985,444915712,53,0.0345,0.0461,56014.028414350,5,84,18.8583,0.0679,15.7640,0.0953,16892216,19.6567,0.0463,15.3299,0.0969,16892216,19.5896,0.0463,15.3262,0.1134,16892216,19.0666,0.0566,16.2386,0.0784,16892216,19.1197,0.0408,17.2324,0.0738,16892216
189.050663320,27.989993910,141581890504558671,302309376,36,0.3777,0.2240,55778.690069440,0,12,21.8152,0.1385,21.6434,0.1838,16777496,21.5852,0.0532,21.5394,0.1121,280,21.3137,0.1543,21.4225,0.0828,280,21.3086,0.1387,21.5193,0.2486,280,,,,,0
189.045950420,27.980071000,141571890460456637,444915712,53,0.0215,0.0235,56043.690775460,10,57,21.8024,0.1465,21.0361,0.1695,16892216,21.4177,0.0564,20.4517,0.0444,16892216,20.5783,0.0749,19.7211,0.0370,16892216,20.2495,0.0465,19.4232,0.0576,16892216,19.8391,0.1527,19.3102,0.1140,115000
189.038631900,27.969975510,141561890387244561,444915712,53,0.0515,0.0424,56073.049502310,8,43,20.4997,0.0714,19.4313,0.0659,16793912,21.3223,0.0484,19.8304,0.0296,16892216,20.8482,0.1144,19.6783,0.0492,16892216,20.5876,0.0498,19.8350,0.0933,16892216,20.6544,0.1941,20.1835,0.2836,115000
189.035881000,27.974408030,141561890360889816,444915712,53,0.0806,0.1269,55826.089618060,4,24,21.1107,0.1057,20.3812,0.0068,16892216,21.6508,0.0732,20.3740,0.0475,16892216,21.6641,0.1616,20.8229,0.1523,16793912,21.0353,0.3711,20.6090,0.0000,16696,,,,,16416
189.058784100,27.973425660,141561890587978550,436527104,52,0.0104,0.0112,56126.802824070,10,63,21.5802,0.0568,21.9088,0.0849,115000,20.3865,0.0204,20.4362,0.0358,115000,19.2632,0.0116,19.3631,0.0190,115000,18.7318,0.0146,18.8463,0.0158,115000,18.5030,0.0194,18.6437,0.0231,115000
189.089168970,27.999584480,141591890890429978,444915712,53,0.0610,0.0914,55991.172245370,10,40,21.8249,0.0778,21.3183,0.0974,16892216,21.5975,0.0756,20.6948,0.0605,16892216,21.1597,0.0583,20.3113,0.0508,16892216,20.8292,0.1041,20.5158,0.0799,16892216,,,,,114720
189.076843070,27.990120930,141581890767638486,436527104,52,0.1263,0.1853,56210.345428240,10,8,22.1538,0.1877,21.7490,0.2384,16892216,21.9752,0.1511,,,115000,21.5111,0.1192,21.0637,0.1802,115000,,,,,114720,,,,,114720
189.091486420,27.993394750,141591890914532790,444915712,53,0.0728,0.1221,56033.006516200,8,13,21.4452,0.1805,20.1147,0.1335,16793904,21.9879,0.1908,,,115000,21.6429,0.0443,21.2595,0.0540,16892216,20.8793,0.1864,,,115000,,,,,114720
189.065677650,27.984382600,141581890656741891,512024576,61,0.0215,0.0163,56035.181701390,10,83,19.8009,0.0183,19.5570,0.0270,16892216,19.0108,0.0211,18.4357,0.0112,16892216,18.5284,0.0330,18.0041,0.0102,16892216,18.2254,0.0167,17.8047,0.0124,16892216,18.0334,0.0145,17.6194,0.0204,16892216
189.073285310,27.977953240,141571890732604174,444915712,53,0.0496,0.0577,56076.969756940,10,45,21.5916,0.0756,20.9307,0.0391,16892216,21.5342,0.0712,20.3847,0.0864,16892216,21.0324,0.0678,20.0657,0.0390,16892216,20.9184,0.0730,20.0907,0.0520,16892216,,,,,114720
189.074947420,27.983707530,141581890749131036,310697984,37,0.0383,0.0261,56066.936053240,0,58,21.1293,0.0344,21.0113,0.0515,16777496,20.3833,0.0222,19.9888,0.0293,16777496,19.8773,0.0196,19.5771,0.0339,16777496,19.6002,0.0099,19.4246,0.0308,16777496,19.4225,0.0270,19.2632,0.0495,280
189.066679150,28.006039910,141601890666187845,444915712,53,0.0189,0.0178,55897.059004630,10,74,20.4251,0.0227,20.3350,0.0588,115000,19.6077,0.0174,19.4148,0.0130,16892216,19.1846,0.0116,19.0294,0.0283,16892216,18.9404,0.0173,18.7100,0.0112,16892216,18.7645,0.0206,18.6321,0.0545,16892216
189.026466330,27.983999660,141581890264481444,436527104,52,0.0547,0.1492,56033.552442130,6,12,21.8407,0.1722,21.0595,0.1851,16777496,21.9230,0.0714,21.8298,0.3037,115000,21.8625,0.0924,22.5134,0.0972,115000,21.6342,0.1910,,,115000,,,,,16416
189.042840730,28.000654060,141601890429271357,436527232,52,0.0178,0.0193,55946.629004630,10,58,21.3258,0.0248,21.5979,0.1174,115000,20.9947,0.0339,21.2216,0.0791,115000,20.8677,0.0340,20.9831,0.0580,115000,20.8561,0.0346,20.9802,0.0518,115000,,,,,114720
189.056767300,27.999340850,141591890567719833,503636096,60,0.0247,0.0120,55927.118842590,10,74,21.0974,0.0256,21.2947,0.0351,115000,19.7919,0.0125,19.9290,0.0298,115000,18.6377,0.0096,18.7378,0.0100,115000,18.1132,0.0081,18.2029,0.0120,115000,17.8560,0.0132,17.9638,0.0232,115000
189.053558300,28.009357540,141611890535421885,436527104,52,0.0390,0.0410,55902.422488430,10,42,22.0290,0.0523,,,16892216,21.3560,0.0259,21.5221,0.0617,115000,21.2144,0.0398,21.1054,0.0826,115000,21.0590,0.0554,21.1632,0.1141,115000,20.3670,0.4453,,,115000
189.047311820,28.031080190,141631890473117901,436527232,52,0.0047,0.0024,56098.506342590,5,82,19.1533,0.0173,19.1956,0.0159,115000,18.6773,0.0053,18.7619,0.0080,115000,18.4632,0.0044,18.5649,0.0094,115000,18.3845,0.0136,18.4662,0.0093,115000,18.3239,0.0177,18.4867,0.0291,115000
189.042284980,28.013654420,141611890423117031,436527104,52,0.0179,0.0164,56023.334502310,10,85,18.9357,0.0140,18.9901,0.0151,115000,18.6148,0.0121,18.7069,0.0191,115000,18.4842,0.0061,18.5692,0.0087,115000,18.4782,0.0073,18.6008,0.0087,115000,18.4585,0.0096,18.6098,0.0226,115000
188.880423510,27.879308310,141451888805175674,444915712,53,0.0432,0.0535,56056.880486110,4,47,21.1882,0.0728,20.4081,0.0621,16892216,21.3912,0.0504,20.2772,0.0213,16892216,20.9285,0.1204,19.9777,0.0655,16892216,20.8061,0.1124,20.2980,0.1128,16892216,,,,,16416
188.890362120,27.886527720,141461888903404492,444915712,53,0.0088,0.0165,55998.007997690,5,114,21.0194,0.0232,20.3402,0.0400,16892216,20.4512,0.0260,19.6297,0.0223,16892216,19.9614,0.0547,19.1937,0.0244,16892216,19.6272,0.0243,18.9776,0.0216,16892216,19.3713,0.0349,18.8329,0.0500,16892216
188.879639420,27.880697830,141451888797227500,436527232,52,0.0075,0.0042,56015.829004630,5,100,20.4231,0.0319,20.4554,0.0533,115000,19.3677,0.0082,19.4501,0.0111,115000,18.8609,0.0054,18.9328,0.0098,115000,18.6268,0.0088,18.7302,0.0150,115000,18.4712,0.0151,18.5014,0.0315,115000
188.889084160,27.892918360,141471888891082231,444915712,53,0.0068,0.0101,55979.377083330,5,88,21.2040,0.0447,20.8018,0.1022,16892216,20.3208,0.0231,20.0410,0.0269,16892216,19.7417,0.0236,19.5732,0.0219,16892216,19.5909,0.0299,19.2963,0.0279,16892216,19.3110,0.0297,19.0787,0.0444,115000
188.863166490,27.891720730,141471888632290744,444915712,53,0.0122,0.0173,56011.003587960,5,93,21.3888,0.0821,21.1728,0.0429,16892216,20.3422,0.0346,19.9553,0.0275,16892216,19.9017,0.0391,19.4488,0.0134,16892216,19.5155,0.0216,19.3029,0.0355,16892216,19.2931,0.0235,19.0354,0.0566,16892216
188.859745330,27.890328200,141461888597579148,436527104,52,0.0180,0.0228,56013.837233800,5,87,20.5965,0.0279,20.5791,0.0841,115000,20.1972,0.0158,20.1072,0.0301,16892216,20.0096,0.0165,19.8356,0.0128,16892216,19.6761,0.0150,19.6459,0.0346,115000,19.6661,0.0314,19.5657,0.0806,115000
188.878049160,27.893890500,141471888780883305,436527248,52,0.0122,0.0176,55929.741319440,5,73,20.9424,0.0639,20.7812,0.0782,115000,21.0717,0.0380,21.1385,0.0614,115000,20.9067,0.0210,21.0243,0.0363,115000,20.7690,0.0291,20.6995,0.1088,115000,20.2256,0.0391,20.3515,0.0536,115000
188.872337190,27.900387800,141481888723771128,503635968,60,0.0075,0.0101,55946.539560190,5,112,15.0839,0.0013,15.1051,0.0028,115000,14.7408,0.0026,14.7807,0.0023,115000,14.6226,0.0024,14.6685,0.0028,115000,14.6025,0.0013,14.6527,0.0012,115000,14.5844,0.0026,14.6207,0.0035,115000
188.875235240,27.908029920,141491888751610286,444915712,53,0.0390,0.0430,56076.965219910,5,65,21.2079,0.0457,20.4982,0.0669,16892216,21.2704,0.0489,20.1663,0.0418,16892216,20.9184,0.1074,20.0802,0.0572,16892216,20.7618,0.0732,19.9781,0.0751,16892216,20.5847,0.1719,19.7022,0.1664,16892472
188.879851310,27.907030880,141481888799329164,444915712,53,0.0503,0.0395,56091.186805560,5,54,21.7333,0.2338,,,16892216,21.5859,0.0393,20.9462,0.0451,16892216,21.0725,0.0495,20.4996,0.0618,16892216,20.6173,0.0592,20.1420,0.1212,16892216,20.1837,0.4517,,,115000
188.875604750,27.885937000,141461888755163836,444915712,53,0.1081,0.0269,56091.528483800,5,90,21.7775,0.0563,21.3318,0.1624,16892216,20.7163,0.0280,20.4429,0.0225,16892216,19.2357,0.0250,19.0900,0.0175,16892216,18.7256,0.0176,18.5184,0.0120,16892216,18.4361,0.0120,18.2321,0.0215,16892216
188.883425540,27.892967540,141471888834452193,436527104,52,0.0153,0.0092,56020.571412040,5,80,21.7620,0.0449,21.8255,0.3214,115000,21.0370,0.0227,20.8827,0.0585,115000,20.0802,0.0315,19.9570,0.0466,16892216,19.7259,0.0149,19.5540,0.0267,16892216,19.4725,0.0276,19.3127,0.0349,115000
188.913618250,27.905526490,141481889136047299,444915712,53,0.0168,0.0249,56048.178784720,5,71,21.2681,0.0440,20.7357,0.0993,16892216,20.9931,0.0358,20.5757,0.0749,16892216,20.7798,0.0324,20.2707,0.0403,16892216,20.5229,0.0409,20.1611,0.0797,16892216,20.5067,0.1589,20.3398,0.2290,115000
188.919888330,27.911668130,141491889199614618,444915712,53,0.0207,0.0168,56083.701851850,5,64,21.6175,0.1735,20.8885,0.1856,16892216,21.6254,0.0445,20.8975,0.0748,16892216,20.6209,0.0545,20.0489,0.0451,16892216,20.2552,0.0331,19.6406,0.0394,16892216,19.8158,0.0533,19.2905,0.0947,16892216
188.906081040,27.923158760,141501889061378458,503635968,60,0.0032,0.0025,55943.003217590,5,113,19.1141,0.0053,19.1961,0.0116,115000,17.9245,0.0054,18.0049,0.0049,115000,16.7278,0.0026,16.7924,0.0029,115000,16.1998,0.0032,16.2611,0.0030,115000,15.9350,0.0031,15.9925,0.0053,115000
188.908984670,27.911872340,141491889088224958,310697984,37,0.1242,0.0842,55366.631712960,0,17,21.8508,0.0746,21.4515,0.1501,16777496,20.8947,0.0181,20.4340,0.0812,16777496,20.3693,0.0548,19.9547,0.0672,16777488,19.9165,0.1166,19.5624,0.2000,16777496,19.3483,0.1013,18.7311,0.1625,16777496
188.909096990,27.911928090,141491889091394928,310697984,37,0.0181,0.0207,56207.481747690,0,63,21.6276,0.0747,21.0434,0.1404,16777496,20.9495,0.0449,20.2111,0.0520,16777496,20.4630,0.0665,19.8747,0.0384,16777496,20.2259,0.0453,19.7593,0.0812,16777496,19.9535,0.0418,19.5349,0.0974,16777496
188.884829270,27.912348040,141491888848125483,436527232,52,0.0091,0.0046,56020.598344910,5,110,18.5707,0.0089,18.6385,0.0083,115000,18.2001,0.0047,18.2647,0.0051,115000,18.0519,0.0039,18.1457,0.0084,115000,18.0291,0.0056,18.0962,0.0090,115000,17.9800,0.0090,18.0945,0.0135,115000
188.907352890,27.899628340,141481889073750191,436527104,52,0.0229,0.0276,56025.837615740,5,38,22.0956,0.1841,21.4445,0.1912,16892216,21.7199,0.0261,21.1839,0.1036,115000,21.3544,0.0490,21.4861,0.0679,115000,20.8514,0.0444,20.7709,0.1000,115000,,,,,114720
188.912006430,27.911774110,141491889120114728,436527104,52,0.0528,0.0913,56020.510439810,4,14,22.1500,0.1844,21.6622,0.2369,16892216,22.0192,0.0667,21.7980,0.1539,115000,21.7362,0.0606,21.6188,0.0857,115000,21.1823,0.1827,21.0264,0.3112,115000,,,,,16416
188.909108690,27.911946560,141491889091715276,444669952,53,0.0387,0.0387,55248.955833330,5,4,21.3842,0.1929,21.5346,0.2209,115000,20.8573,0.0001,20.2018,0.0066,16892216,20.0355,0.1187,19.5695,0.1510,16892208,,,,,114720,,,,,114720
188.887659250,27.903387570,141481888876894764,512024576,61,0.0087,0.0091,56020.288032410,5,109,19.8227,0.0242,19.3471,0.0140,16892216,19.2111,0.0319,18.4453,0.0158,16892216,18.8075,0.0414,18.0251,0.0080,16892216,18.3930,0.0371,17.7564,0.0115,16892216,18.2101,0.0172,17.6221,0.0239,16892216
188.881353630,27.910706640,141491888814233640,444915712,53,0.0289,0.0297,56082.684050930,5,53,21.9857,0.1955,22.0059,0.2801,115000,21.8750,0.0550,21.3160,0.0942,16892216,21.2892,0.0476,20.8987,0.0431,16892216,20.9710,0.0385,20.7098,0.0788,115000,20.4203,0.1490,20.0382,0.1954,16892216
188.888662210,27.913513880,141491888887336911,444915712,53,0.0183,0.0272,56061.867314810,5,72,21.3975,0.0739,21.2753,0.0836,115000,21.1623,0.0244,20.7928,0.0408,16892216,21.0663,0.0283,20.7785,0.0453,16892216,20.6195,0.0331,20.2535,0.0686,16892216,,,,,114720
188.894220980,27.918799610,141501888941483224,436527104,52,0.0581,0.1074,56180.041689810,5,24,22.0630,0.1851,20.8806,0.1510,16892216,21.8986,0.0610,21.5325,0.1032,115000,21.6506,0.0889,21.2393,0.0928,115000,20.3569,0.1758,19.7222,0.1687,16892216,,,,,114720
188.899109790,27.905589570,141481888992807424,444915712,53,0.0181,0.0198,56029.323275460,5,78,21.2198,0.0457,20.6760,0.0691,16892216,21.0534,0.0319,20.3442,0.0258,16892216,20.8505,0.0467,20.1075,0.0309,16892216,20.4976,0.0617,19.9982,0.0468,16892216,20.1533,0.1925,20.0750,0.2546,115000
188.850652450,27.925217350,141511888507011002,444915712,53,0.0105,0.0099,56057.862268520,5,91,21.8160,0.0664,21.6948,0.2294,115000,20.6192,0.0268,20.2711,0.0317,16892216,19.9583,0.0305,19.6538,0.0485,16892216,19.7129,0.0211,19.4939,0.0296,16892216,19.4786,0.0353,19.1258,0.0572,16892216
188.851421940,27.924096430,141501888514439514,444915712,53,0.0372,0.0514,56014.463483800,5,30,21.7309,0.1476,21.0679,0.1745,16892216,21.8358,0.0648,21.3467,0.1288,16892216,21.5178,0.0720,20.6430,0.0893,16892216,21.1187,0.0953,20.7670,0.1048,115000,20.6792,0.2078,,,115000
188.856349740,27.929040990,141511888563755578,436527104,52,0.0347,0.0422,56046.046516200,4,27,21.9103,0.2445,,,20536,21.9864,0.0945,21.6601,0.2066,115000,21.4495,0.0659,21.2526,0.0731,115000,21.0407,0.1289,20.9517,0.0997,115000,,,,,114720
188.858685570,27.910478600,141491888585403265,444915840,53,0.0273,0.0246,56062.103206020,4,48,21.1247,0.1263,19.6355,0.0996,16793912,21.9766,0.0722,21.6761,0.1072,115000,21.1176,0.0510,20.8109,0.0449,16892216,20.7525,0.0559,20.5078,0.0903,16892216,20.2442,0.1386,19.8657,0.2017,16892216
188.851969420,27.926080530,141511888520262054,444915712,53,0.0253,0.0282,56066.985196760,5,65,21.7868,0.0583,21.3942,0.2244,115000,21.2468,0.0379,20.7446,0.0582,16892216,20.8909,0.0609,20.3200,0.0627,16892216,20.7020,0.0468,20.2796,0.0833,16892216,20.2507,0.0686,19.2830,0.1044,16892216
188.852573070,27.908775960,141491888526651099,444915712,53,0.0113,0.0148,56040.704224540,5,88,21.5055,0.0321,21.3345,0.1379,115000,20.8925,0.0232,20.5657,0.0264,16892216,20.4769,0.0391,20.1957,0.0251,16892216,20.2744,0.0290,19.9701,0.0673,16892216,19.9079,0.0746,19.5587,0.0821,115000
188.842264400,27.910478250,141491888423793207,436527104,52,0.0708,0.0607,56068.890462960,5,17,22.2652,0.1996,21.7434,0.2059,16892216,22.0086,0.0960,21.8353,0.1288,115000,21.8119,0.1358,21.2956,0.0882,115000,21.0742,0.2888,,,115000,,,,,114720
188.863320730,27.919760680,141501888633094387,436527104,52,0.0319,0.0456,56203.359155090,5,25,22.2119,0.1935,,,115000,21.8758,0.0488,21.9181,0.1109,115000,21.7195,0.0609,21.5357,0.1553,115000,21.3312,0.0105,21.3817,0.1233,115000,,,,,114720
188.860100160,27.903030030,141481888601084279,512024576,61,0.0028,0.0033,56043.878912040,5,90,19.2520,0.0365,18.8614,0.0105,16892216,18.5752,0.0247,17.8765,0.0092,16892216,18.0975,0.0387,17.4431,0.0065,16892216,17.6758,0.0241,17.1796,0.0059,16892216,17.5742,0.0118,17.0581,0.0173,16892216
188.842928630,27.905271790,141481888429326938,512024576,61,0.0062,0.0098,55930.298009260,5,104,21.0773,0.0268,20.9367,0.0773,115000,19.9305,0.0138,19.6483,0.0165,16892216,19.4621,0.0278,19.2094,0.0117,16892216,19.0679,0.0177,18.9307,0.0198,16892216,18.9338,0.0269,18.6922,0.0411,16892216
188.863930070,27.901132830,141481888639452010,503635968,60,0.0029,0.0044,55982.436400460,5,100,18.7106,0.0072,18.8354,0.0181,115000,17.8274,0.0071,17.8921,0.0046,115000,17.4660,0.0019,17.5405,0.0065,115000,17.3069,0.0049,17.3934,0.0057,115000,17.1895,0.0058,17.3070,0.0168,115000
188.846632650,27.905722580,141481888465157689,444915712,53,0.0157,0.0168,55983.910451390,5,83,21.2530,0.0370,20.9863,0.0812,115000,20.9343,0.0330,20.3213,0.0361,16892216,20.5070,0.0414,20.0095,0.0279,16892216,20.3139,0.0309,19.8363,0.0235,16892216,20.0275,0.1089,19.6708,0.1611,115000
188.866627320,27.906221480,141481888665088066,310452224,37,0.0457,0.0457,56481.338726850,0,8,21.7326,0.1381,21.4500,0.2009,16777496,21.6338,0.2384,21.1705,0.0997,16777496,21.2497,0.0284,20.5760,0.1106,16777496,,,,,0,,,,,0
188.866660800,27.906284720,141481888668428140,310697984,37,0.0475,0.0568,55789.913437500,0,29,21.6886,0.0187,21.0103,0.2057,280,21.7522,0.0475,20.8610,0.0783,16777496,21.3436,0.1153,20.6185,0.0305,16777496,20.9520,0.0575,20.5534,0.0742,280,,,,,0
188.889840740,27.937484480,141521888899315540,444915712,53,0.0166,0.0116,56019.127650460,5,94,20.8568,0.0217,20.3213,0.0561,16892216,20.3357,0.0232,19.7645,0.0278,16892216,19.8307,0.0500,19.2787,0.0325,16892216,19.6408,0.0225,19.1101,0.0231,16892216,19.4586,0.0322,18.9830,0.0364,16892216
188.882282590,27.931474470,141511888822938446,436527232,52,0.0113,0.0061,56014.277407410,5,108,18.7972,0.0088,18.8822,0.0109,115000,18.6190,0.0036,18.6903,0.0066,115000,18.5425,0.0036,18.6170,0.0074,115000,18.5650,0.0066,18.6913,0.0141,115000,18.5711,0.0092,18.7305,0.0394,115000
188.867659050,27.942826520,141531888676552062,436527104,52,0.0194,0.0231,56003.311226850,5,49,22.0723,0.1925,22.0115,0.2773,115000,21.5159,0.0339,21.5534,0.0815,115000,21.1667,0.0270,21.3706,0.0636,115000,20.9171,0.0412,20.7027,0.0714,115000,,,,,114720
188.885280460,27.927147370,141511888853063165,436527104,52,0.0129,0.0140,56018.108472220,5,83,21.0334,0.0339,21.1789,0.0690,115000,20.6581,0.0181,20.7788,0.0301,115000,20.4488,0.0191,20.5403,0.0338,115000,20.4307,0.0267,20.4709,0.0468,115000,20.3257,0.1280,,,115000
188.873311150,27.948397630,141531888733268839,444915712,53,0.0421,0.0440,55932.693159720,5,51,21.0027,0.1877,21.1820,0.2269,115000,21.6768,0.0648,20.9455,0.0905,16892216,21.1769,0.0393,20.6328,0.0319,16892216,20.8181,0.0752,20.4199,0.0812,16892216,20.4518,0.1543,20.2566,0.2350,16892216
188.873389240,27.948316190,141531888734488460,302145536,36,0.0751,0.0751,56675.963043980,0,5,21.8852,0.1804,21.8395,0.2421,280,21.8538,0.1516,21.2174,0.1887,16777496,21.3245,0.1628,21.2504,0.2333,280,21.0858,0.1730,21.2298,0.3235,280,,,,,0
188.880308540,27.941778640,141531888802570620,444915712,53,0.0181,0.0151,55959.721724540,5,74,21.2777,0.0486,20.9392,0.0774,115000,20.8345,0.0380,20.1198,0.0372,16892216,20.4421,0.0309,19.7316,0.0325,16892216,19.9875,0.0443,19.4934,0.0350,16892216,19.7256,0.0619,19.2767,0.0733,16892216
188.863591270,27.932449480,141511888634129694,436281344,52,0.0456,0.0456,55301.378414350,5,9,21.5196,0.2437,22.2731,0.3242,118840,21.3062,0.0864,20.8577,0.0073,16892216,21.1168,0.0562,20.9184,0.0342,114992,20.7834,0.0894,20.4477,0.0377,115000,,,,,114720
188.863621830,27.932405180,141511888636589431,310697984,37,0.0301,0.0468,56227.976643520,0,34,21.8380,0.1038,21.4342,0.2101,16777496,21.5634,0.0683,20.8620,0.0721,16777496,21.1974,0.0598,20.5798,0.0522,16777496,20.8666,0.0501,20.2835,0.0430,16777496,,,,,0
188.882138960,27.916916240,141501888821360909,444915712,53,0.0179,0.0168,56060.510601850,5,77,21.7745,0.0658,21.3525,0.1069,16892216,21.2598,0.0240,21.0292,0.0476,115000,20.6881,0.0344,20.4358,0.0496,16892216,20.3891,0.0266,20.1686,0.0408,16892216,19.8691,0.0815,19.6011,0.0851,115000
188.896243950,27.932008660,141511888963009114,436527104,52,0.0137,0.0198,56054.744791670,5,85,21.6225,0.0757,21.6135,0.1274,115000,20.5606,0.0182,20.6468,0.0249,115000,19.8239,0.0123,19.9275,0.0166,115000,19.5085,0.0167,19.6217,0.0384,115000,19.2893,0.0209,19.2242,0.0570,115000
188.894746640,27.931014550,141511888947987877,436527104,52,0.0064,0.0174,56092.051215280,5,83,21.8486,0.1568,,,115000,20.9553,0.0259,20.9327,0.0617,115000,19.5069,0.0088,19.5851,0.0148,115000,18.8140,0.0103,18.9045,0.0173,115000,18.5061,0.0149,18.6237,0.0360,115000
