RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g'mag,e_g'mag,r'mag,e_r'mag,i'mag,e_i'mag
56.124406,69.570216,0.897,0.505,20122679,8,38,1.141,0.296,15.410,0.133,16.551,0.265,16.084,0.257,15.012,0.071,14.527,0.053
56.118146,69.580201,1.096,0.760,20152678,3,10,1.069,0.108,16.284,0.000,17.353,0.108,16.874,0.142,15.927,0.064,15.484,0.110
56.227394,69.580547,0.598,0.584,20122679,6,33,0.925,0.175,15.167,0.121,16.091,0.126,15.756,0.140,14.880,0.040,14.454,0.055
56.267985,69.607979,0.607,0.835,20122679,6,31,1.347,0.252,15.795,0.100,17.142,0.232,16.601,0.145,15.374,0.054,14.737,0.034
56.211558,69.609730,0.218,0.396,20122728,6,32,0.419,0.199,10.174,0.115,10.592,0.162,10.470,0.144,10.124,0.033,10.033,0.029
56.183041,69.593260,0.814,0.988,20152678,5,17,1.114,0.037,16.335,0.037,17.449,0.008,16.940,0.081,15.848,0.010,15.456,0.142
56.039392,69.580731,0.592,0.330,20122679,8,40,1.689,0.271,14.092,0.107,15.781,0.249,14.976,0.126,13.538,0.031,12.860,0.047
56.047184,69.599265,0.538,0.175,20122679,9,40,0.914,0.239,13.060,0.100,13.973,0.218,13.654,0.170,12.794,0.032,12.428,0.033
56.048594,69.623432,0.885,0.799,20152678,4,14,1.334,0.000,16.469,0.000,17.802,0.000,17.138,0.063,15.853,0.096,15.173,0.058
56.121354,69.628493,0.584,0.540,20152678,5,30,0.997,0.201,15.355,0.117,16.352,0.163,15.929,0.041,14.994,0.050,14.507,0.049
56.158312,69.644651,0.311,0.338,20152678,4,25,0.847,0.186,15.138,0.098,15.985,0.158,15.652,0.062,14.907,0.029,14.518,0.036
56.143589,69.668623,0.103,0.212,20122728,5,27,1.607,0.171,12.488,0.102,14.094,0.137,13.392,0.055,11.987,0.040,11.296,0.040
56.183044,69.694525,0.349,0.467,20152678,4,25,0.837,0.193,15.101,0.094,15.938,0.169,15.622,0.061,14.916,0.023,14.578,0.091
56.183348,69.688696,0.432,0.407,20152678,4,25,1.049,0.167,15.263,0.092,16.312,0.139,15.860,0.036,14.957,0.044,14.497,0.087
56.355853,69.644668,0.391,0.346,20152678,5,27,1.157,0.183,15.046,0.122,16.203,0.137,15.680,0.065,14.667,0.031,14.216,0.032
56.376188,69.632935,0.965,0.946,20152678,2,6,1.804,0.200,16.286,0.000,18.090,0.200,17.378,0.000,15.845,0.042,14.942,0.000
56.398216,69.629350,0.646,0.532,20152678,5,23,1.229,0.287,15.901,0.105,17.130,0.267,16.528,0.066,15.505,0.043,14.994,0.021
56.321381,69.666979,0.427,0.326,20152678,4,25,1.221,0.197,15.285,0.106,16.505,0.166,15.972,0.063,14.912,0.054,14.376,0.046
56.432921,69.682543,0.442,0.600,20152678,4,19,1.368,0.114,15.724,0.006,17.091,0.114,16.617,0.057,15.334,0.049,14.648,0.063
56.461952,69.676065,0.735,0.428,20152678,4,17,1.419,0.000,15.893,0.000,17.312,0.000,16.624,0.075,15.460,0.034,14.824,0.049
56.472029,69.660914,0.200,0.226,20152678,4,25,1.542,0.174,14.368,0.106,15.911,0.138,15.221,0.054,13.896,0.038,13.245,0.034
56.478961,69.668427,0.138,0.139,20152678,4,25,1.820,0.185,13.367,0.106,15.187,0.151,14.344,0.058,12.785,0.035,12.017,0.035
56.516478,69.675344,1.272,1.088,20152678,3,9,1.165,0.000,16.445,0.000,17.610,0.000,17.219,0.016,15.890,0.010,15.401,0.060
56.586194,69.703478,0.299,0.262,20122728,5,29,0.872,0.193,12.547,0.107,13.419,0.161,13.071,0.054,12.347,0.033,11.997,0.034
56.580238,69.716139,0.874,0.584,20152678,4,35,1.220,0.214,15.884,0.152,17.104,0.151,16.514,0.077,15.430,0.068,14.952,0.096
56.470170,69.712879,0.376,0.418,20152678,4,25,1.232,0.180,14.979,0.099,16.212,0.150,15.661,0.039,14.611,0.028,14.104,0.081
56.491792,69.706749,0.387,0.489,20152678,4,24,1.284,0.178,15.593,0.126,16.877,0.126,16.340,0.048,15.196,0.056,14.584,0.096
56.495715,69.698031,0.825,1.107,20152678,4,10,1.116,0.000,16.632,0.000,17.748,0.000,17.188,0.032,16.194,0.031,15.819,0.080
56.553895,69.732794,0.441,0.673,20152678,4,11,0.929,0.257,16.627,0.231,17.556,0.114,17.178,0.046,16.226,0.050,15.671,0.000
56.258265,69.678959,0.374,0.417,20152678,4,25,1.606,0.153,14.586,0.096,16.192,0.118,15.466,0.047,14.108,0.031,13.437,0.038
56.265127,69.661658,1.131,0.758,20152678,4,14,1.094,0.211,16.658,0.166,17.752,0.131,17.302,0.028,16.296,0.026,15.862,0.006
56.380507,69.712470,0.482,0.721,20152678,4,25,0.893,0.185,15.724,0.115,16.617,0.144,16.253,0.040,15.431,0.065,15.001,0.132
56.214494,69.693950,0.149,0.163,20152678,4,25,0.994,0.183,14.186,0.096,15.180,0.156,14.775,0.058,13.914,0.035,13.471,0.041
56.249066,69.687988,0.876,0.811,20152678,3,9,1.052,0.000,16.517,0.000,17.570,0.000,17.124,0.072,16.155,0.040,15.772,0.000
56.290664,69.708171,0.265,0.330,20152678,4,25,0.906,0.170,14.684,0.090,15.590,0.144,15.227,0.045,14.448,0.032,14.031,0.051
56.360973,69.724519,0.174,0.177,20152678,4,25,1.469,0.171,14.056,0.103,15.525,0.137,14.874,0.037,13.617,0.028,13.076,0.043
56.408952,69.728189,0.772,1.021,20152678,4,23,1.686,0.401,14.790,0.286,16.476,0.281,15.701,0.163,14.157,0.144,12.871,0.195
56.435797,69.738702,1.142,1.036,20152678,3,10,1.221,0.214,16.479,0.089,17.701,0.195,17.284,0.180,16.098,0.051,15.541,0.014
56.449614,69.743832,0.347,0.693,20152678,4,25,1.261,0.229,15.487,0.082,16.748,0.214,16.218,0.044,15.063,0.051,14.504,0.048
56.421871,69.766839,0.413,0.564,20152678,4,23,0.969,0.116,15.776,0.063,16.745,0.097,16.334,0.048,15.568,0.064,15.258,0.112
56.462872,69.781047,0.176,0.216,20152678,4,25,0.943,0.202,14.488,0.106,15.431,0.172,15.050,0.047,14.260,0.030,13.886,0.031
56.735679,69.636082,0.163,0.179,20152678,5,30,1.576,0.195,13.679,0.119,15.255,0.155,14.540,0.063,13.155,0.034,12.500,0.035
56.764269,69.620244,0.651,0.773,20152678,4,21,1.162,0.205,16.351,0.103,17.513,0.177,16.994,0.104,15.983,0.083,15.440,0.094
56.768080,69.651213,0.433,0.421,20152678,5,25,1.077,0.207,15.296,0.106,16.372,0.178,15.880,0.049,14.951,0.027,14.448,0.038
56.820507,69.677906,0.819,0.937,20152678,4,12,1.246,0.167,16.346,0.055,17.593,0.158,17.049,0.078,15.920,0.083,15.359,0.179
56.860951,69.677484,0.321,0.241,20122728,5,29,0.870,0.193,11.477,0.102,12.347,0.164,12.000,0.048,11.282,0.032,10.981,0.028
56.885016,69.690868,0.637,0.516,20152678,4,25,0.944,0.194,14.045,0.114,14.989,0.157,14.593,0.048,13.818,0.035,13.418,0.069
56.980204,69.699382,0.755,0.765,20152678,3,10,1.405,0.000,16.608,0.000,18.013,0.000,17.482,0.094,16.527,0.170,15.918,0.150
56.859772,69.685930,0.556,0.761,20152678,4,17,1.048,0.128,15.715,0.000,16.763,0.128,16.461,0.045,15.443,0.052,14.862,0.040
56.692101,69.671108,0.654,0.481,20152678,4,20,1.230,0.298,15.664,0.119,16.894,0.273,16.398,0.046,15.290,0.029,14.738,0.039
