RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS12,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
189.133056,27.507530,1,+,6,J123631.93+273027.1,*,2004.9733,3,21.800,0.136,19.101,0.010,17.789,0.006,17.201,0.006,16.900,0.011,,,,
189.125335,27.510797,1,+,3,J123630.08+273038.8,,2004.9733,3,21.453,0.161,20.060,0.024,18.975,0.014,18.492,0.014,18.145,0.040,,0.2427,0.0428,0.2374
189.153480,27.510690,1,+,6,J123636.83+273038.4,,2004.9733,3,22.910,0.328,21.571,0.053,20.097,0.021,18.835,0.013,18.210,0.027,,,,
189.125058,27.513914,1,+,3,J123630.01+273050.0,,2004.9733,3,23.296,0.485,22.885,0.172,22.168,0.123,22.520,0.277,22.105,0.669,,0.1548,0.0699,0.3385
189.128579,27.507519,1,+,6,J123630.85+273027.0,,2004.9733,3,23.334,0.495,22.891,0.170,22.390,0.146,22.274,0.221,22.268,0.717,,,,
189.129968,27.500890,1,+,3,J123631.19+273003.2,,2004.9733,3,23.856,0.946,22.247,0.135,21.205,0.078,21.160,0.122,21.253,0.539,,0.3403,0.0904,0.3025
189.135589,27.523431,1,+,3,J123632.54+273124.3,,2004.9733,3,24.376,0.932,22.521,0.136,21.860,0.109,21.405,0.120,20.681,0.258,,0.4741,0.1851,0.4756
189.138375,27.527955,1,+,3,J123633.21+273140.6,,2004.9733,3,24.188,0.897,22.420,0.126,21.874,0.110,21.509,0.131,21.061,0.361,,0.2475,0.1580,0.3031
189.139465,27.518411,1,+,3,J123633.47+273106.2,,2004.9733,3,21.843,0.264,21.872,0.127,20.952,0.083,20.358,0.081,20.446,0.368,,0.5635,0.0811,0.5551
189.141395,27.522521,1,+,3,J123633.93+273121.0,,2004.9733,3,22.420,0.295,22.143,0.111,21.440,0.089,21.087,0.105,22.628,1.080,,0.7893,0.0954,0.1827
189.141293,27.502130,1,+,3,J123633.91+273007.6,,2004.9733,3,22.427,0.354,21.254,0.061,19.986,0.030,19.403,0.029,19.159,0.093,,0.3793,0.0900,0.3564
189.144992,27.507037,1,+,3,J123634.79+273025.3,,2004.9733,3,22.956,0.428,21.859,0.081,20.958,0.054,20.750,0.071,20.444,0.225,,0.3675,0.1009,0.3694
189.145101,27.498426,1,+,3,J123634.82+272954.3,*,2004.9733,3,22.641,0.362,22.098,0.110,20.820,0.054,20.343,0.056,19.890,0.156,,0.3999,0.0726,0.4223
189.146795,27.499941,1,+,3,J123635.23+272959.7,,2004.9733,3,24.178,0.718,23.404,0.243,21.972,0.092,21.438,0.095,21.667,0.455,,0.3142,0.1083,0.4060
189.147357,27.523838,1,+,3,J123635.36+273125.8,,2004.9733,3,24.397,1.339,21.110,0.056,19.544,0.022,18.940,0.021,18.610,0.061,,0.3240,0.0369,0.3230
189.147322,27.512385,1,+,3,J123635.35+273044.5,,2004.9733,3,22.709,0.341,22.827,0.180,22.359,0.166,21.950,0.192,21.755,0.612,,0.7121,0.1409,0.6308
189.148017,27.515439,1,+,3,J123635.52+273055.5,,2004.9733,3,24.536,1.126,22.762,0.193,22.014,0.146,21.415,0.145,20.880,0.366,,0.5523,0.1978,0.4882
189.149532,27.519969,1,,6,J123635.88+273111.8,,2004.9733,3,24.087,0.703,23.266,0.216,23.546,0.335,23.286,0.435,22.309,0.642,,,,
189.152723,27.519995,1,+,3,J123636.65+273111.9,,2004.9733,3,22.963,0.368,22.980,0.186,22.791,0.208,22.270,0.219,23.050,0.798,,0.8635,0.1168,0.2432
189.157972,27.512938,1,,3,J123637.91+273046.5,,2004.9733,3,22.922,0.432,22.849,0.196,23.307,0.410,23.464,0.705,21.629,0.627,,-9999.0000,-9999.0000,0.4448
189.142849,27.528158,1,+,6,J123634.28+273141.3,*,2004.9733,3,23.412,0.490,23.593,0.282,21.769,0.077,20.770,0.054,20.505,0.173,,,,
189.142717,27.526137,1,+,3,J123634.25+273134.0,,2004.9733,3,24.266,0.826,24.016,0.423,22.019,0.107,21.678,0.131,22.020,0.632,,0.3240,0.1119,0.3833
189.141333,27.526886,1,,3,J123633.91+273136.7,,2004.9733,3,26.398,0.956,25.091,1.848,22.951,0.776,20.748,0.179,21.165,1.085,,0.5843,0.1292,0.4899
189.151114,27.506863,1,+,3,J123636.26+273024.7,,2004.9733,3,23.800,0.640,23.480,0.265,21.782,0.082,20.758,0.055,20.257,0.148,,0.5817,0.0423,0.5699
189.130566,27.519186,1,,3,J123631.33+273109.0,,2004.9733,3,24.651,0.994,24.394,0.610,23.249,0.362,21.753,0.168,20.709,0.275,,0.9524,0.0834,0.6869
189.131313,27.513214,1,,3,J123631.51+273047.5,,2004.9733,3,24.787,0.913,24.670,0.641,23.101,0.296,21.585,0.134,20.994,0.324,,0.7821,0.0563,0.6780
189.138813,27.515420,1,,3,J123633.31+273055.5,,2004.9733,3,23.583,0.964,25.593,0.941,22.247,0.215,23.313,0.890,24.841,0.450,,0.1362,0.1022,0.2023
189.179612,27.515598,1,+,6,J123643.10+273056.1,*,2004.9733,3,23.488,0.496,20.932,0.032,19.584,0.015,19.015,0.014,18.733,0.040,,,,
189.171925,27.509183,1,+,3,J123641.26+273033.0,*,2004.9733,3,22.516,0.506,21.055,0.066,19.915,0.038,19.425,0.039,19.191,0.133,,0.2611,0.0791,0.2640
189.176736,27.513136,1,+,3,J123642.41+273047.2,,2004.9733,3,24.790,0.928,22.812,0.174,22.582,0.195,22.266,0.240,21.005,0.334,,-9999.0000,-9999.0000,0.4294
189.179580,27.508785,1,,3,J123643.09+273031.6,,2004.9733,3,23.353,0.660,22.535,0.162,22.733,0.283,22.360,0.331,20.653,0.316,,-9999.0000,-9999.0000,0.5008
189.181413,27.501668,1,+,6,J123643.53+273006.0,,2004.9733,3,22.377,0.217,21.303,0.043,20.840,0.038,20.770,0.055,21.217,0.332,,,,
189.188924,27.508876,1,+,3,J123645.34+273031.9,*,2004.9733,3,26.448,0.370,22.348,0.132,21.760,0.114,21.396,0.137,21.748,0.710,,0.4374,0.1209,0.2253
189.171286,27.514543,1,+,3,J123641.10+273052.3,,2004.9733,3,23.613,0.594,23.777,0.355,22.042,0.112,20.934,0.069,20.449,0.189,,0.6627,0.0481,0.5980
189.175039,27.518913,1,+,3,J123642.00+273108.0,,2004.9733,3,23.624,1.047,22.945,0.298,21.909,0.187,21.394,0.194,22.278,1.373,,0.9383,0.1264,0.2686
189.175866,27.520552,1,,6,J123642.20+273113.9,,2004.9733,3,24.924,0.746,26.012,0.427,23.000,0.222,25.245,0.483,22.573,0.703,,,,
189.183256,27.498899,1,+,3,J123643.98+272956.0,*,2004.9733,3,24.017,0.842,23.499,0.320,21.392,0.075,20.503,0.055,19.965,0.144,,0.5058,0.0299,0.5087
189.183851,27.520321,1,,3,J123644.12+273113.1,,2004.9733,3,25.727,0.627,24.619,0.676,22.354,0.171,25.243,0.651,21.860,0.677,,0.2234,0.0874,0.3579
189.189713,27.520169,1,,6,J123645.53+273112.6,,2004.9733,3,24.927,0.764,25.299,0.590,22.817,0.197,24.478,0.667,23.234,0.693,,,,
189.191774,27.504045,1,+,3,J123646.02+273014.5,*,2004.9733,3,24.643,0.917,23.706,0.363,22.656,0.209,23.288,0.542,23.117,0.879,,0.3263,0.0725,0.3316
189.193629,27.516988,1,,3,J123646.47+273101.1,*,2004.9733,3,23.394,1.090,24.770,1.293,22.544,0.384,21.054,0.166,21.267,0.850,,0.5866,0.0813,0.5455
189.196449,27.501566,1,+,3,J123647.14+273005.6,*,2004.9733,3,25.290,0.844,22.128,0.102,21.016,0.057,20.662,0.065,20.093,0.175,,0.3685,0.1099,0.3506
189.196301,27.503562,1,+,3,J123647.11+273012.8,,2004.9733,3,26.040,0.487,22.905,0.198,22.244,0.165,22.331,0.276,21.342,0.484,,0.4299,0.1082,0.3396
189.203991,27.509567,1,+,3,J123648.95+273034.4,,2004.9733,3,23.901,0.637,24.654,0.545,22.728,0.185,21.499,0.097,20.931,0.255,,0.8123,0.0474,0.6280
189.196074,27.511006,1,,6,J123647.05+273039.6,,2004.9733,3,25.557,0.532,24.834,0.573,24.342,0.558,22.259,0.188,22.178,0.623,,,,
189.194026,27.528372,1,+,3,J123646.56+273142.1,*,2004.9733,3,23.401,0.575,22.934,0.196,22.567,0.201,21.692,0.158,21.621,0.555,,0.8596,0.0829,0.6981
189.187751,27.532842,1,+,6,J123645.06+273158.2,*,2004.9733,3,23.458,0.539,23.783,0.359,22.710,0.198,22.156,0.197,21.439,0.427,,,,
189.192254,27.537407,1,+,6,J123646.14+273214.6,*,2004.9733,3,24.852,0.758,24.051,0.396,22.683,0.172,22.183,0.178,21.616,0.435,,,,
189.207270,27.545577,1,+,3,J123649.74+273244.0,,2004.9733,3,23.492,0.614,20.918,0.042,20.633,0.043,21.329,0.165,20.376,0.198,,0.2540,0.0998,0.2920
189.206650,27.545962,1,+,6,J123649.59+273245.4,,2004.9733,3,23.185,0.563,21.189,0.056,21.070,0.069,20.643,0.069,21.363,0.507,,,,
189.207660,27.543319,1,+,3,J123649.83+273235.9,,2004.9733,3,24.179,0.851,21.951,0.081,20.700,0.040,20.202,0.039,20.116,0.153,,0.3707,0.1175,0.3528
189.209790,27.543854,1,+,3,J123650.34+273237.8,,2004.9733,3,22.144,0.259,20.714,0.037,20.735,0.054,20.847,0.092,22.001,0.906,,0.2267,0.0462,0.0988
189.202248,27.543484,1,,6,J123648.53+273236.5,*,2004.9733,3,24.487,0.790,24.039,0.394,22.319,0.129,21.809,0.127,21.254,0.335,,,,
189.212433,27.542270,1,+,3,J123650.98+273232.1,,2004.9733,3,23.123,0.612,21.426,0.067,21.361,0.104,21.193,0.130,21.453,0.662,,0.1562,0.0841,0.1442
189.217725,27.541100,1,,6,J123652.25+273227.9,,2004.9733,3,24.004,0.691,25.115,0.600,25.198,0.575,22.268,0.192,23.456,0.637,,,,
189.203598,27.547486,1,,6,J123648.86+273250.9,,2004.9733,3,22.776,0.408,22.219,0.141,21.604,0.114,20.534,0.064,19.557,0.106,,,,
189.206047,27.546098,1,+,6,J123649.45+273245.9,,2004.9733,3,21.853,0.180,20.990,0.045,20.664,0.046,20.330,0.050,20.705,0.280,,,,
189.204576,27.546536,1,+,6,J123649.09+273247.5,,2004.9733,3,22.003,0.210,20.941,0.043,20.430,0.038,19.959,0.038,19.763,0.128,,,,
189.217969,27.541731,1,,6,J123652.31+273230.2,,2004.9733,3,22.170,0.187,25.247,0.585,25.368,0.524,24.727,0.599,24.329,0.340,,,,
189.196686,27.534395,1,+,3,J123647.20+273203.8,*,2004.9733,3,22.121,0.235,21.260,0.052,20.560,0.042,20.252,0.049,20.158,0.192,,0.2714,0.0787,0.2614
189.196956,27.532449,1,,6,J123647.26+273156.8,,2004.9733,3,24.453,0.776,23.378,0.240,24.340,0.554,23.366,0.446,22.997,0.725,,,,
189.199622,27.525208,1,+,6,J123647.90+273130.7,*,2004.9733,3,24.103,0.724,22.786,0.147,22.031,0.105,21.608,0.110,21.796,0.516,,,,
189.205217,27.540542,1,,3,J123649.25+273225.9,*,2004.9733,3,24.330,1.323,21.334,0.067,19.555,0.023,18.947,0.020,18.554,0.058,,0.3702,0.0253,0.3643
189.205745,27.539641,1,+,6,J123649.37+273222.7,,2004.9733,3,24.968,0.758,24.181,0.443,22.113,0.113,21.410,0.094,21.211,0.336,,,,
189.205444,27.513044,1,+,3,J123649.30+273046.9,,2004.9733,3,24.337,0.773,22.720,0.141,21.944,0.099,21.550,0.107,20.949,0.271,,0.4502,0.1433,0.4023
189.207891,27.537532,1,+,3,J123649.89+273215.1,*,2004.9733,3,25.220,0.928,22.438,0.138,21.563,0.097,21.076,0.097,21.241,0.475,,0.2951,0.1546,0.2886
189.209071,27.539016,1,,6,J123650.17+273220.4,,2004.9733,3,25.049,0.730,24.925,0.592,24.869,0.619,21.724,0.120,21.886,0.543,,,,
189.212563,27.533690,1,+,6,J123651.01+273201.2,,2004.9733,3,25.448,0.613,23.009,0.180,21.451,0.066,20.057,0.031,19.321,0.068,,,,
189.209091,27.515092,1,+,3,J123650.18+273054.3,,2004.9733,3,20.972,0.447,21.301,0.275,20.295,0.179,19.728,0.168,19.480,0.460,,0.4881,0.0741,0.5305
189.214046,27.534980,1,+,3,J123651.37+273205.9,,2004.9733,3,25.788,0.735,23.929,0.538,22.264,0.197,22.202,0.289,23.164,1.136,,0.3304,0.0979,0.2586
189.206904,27.550305,1,,3,J123649.65+273301.0,,2004.9733,3,22.686,0.832,22.423,0.306,21.557,0.226,20.184,0.105,20.633,0.683,,0.5489,0.1294,0.4745
189.179280,27.526897,1,+,6,J123643.02+273136.8,*,2004.9733,3,22.654,0.269,20.003,0.017,18.809,0.010,18.309,0.009,18.054,0.024,,,,
189.165724,27.545464,1,,3,J123639.77+273243.6,,2004.9733,3,21.864,0.184,24.257,0.591,25.851,0.542,25.082,0.753,24.611,0.372,,-9999.0000,-9999.0000,0.7708
189.152700,27.527126,1,+,3,J123636.64+273137.6,,2004.9733,3,22.018,0.275,21.869,0.111,20.963,0.078,20.631,0.094,21.263,0.677,,0.6197,0.1103,0.2291
189.155823,27.523738,1,+,3,J123637.39+273125.4,,2004.9733,3,23.040,1.176,21.813,0.186,21.010,0.143,20.698,0.177,20.404,0.573,,0.3517,0.1226,0.3496
189.160211,27.543486,1,+,3,J123638.45+273236.5,,2004.9733,3,22.537,0.401,21.496,0.076,20.288,0.041,19.855,0.044,19.590,0.142,,0.3680,0.0877,0.3602
189.172436,27.534916,1,+,3,J123641.38+273205.6,,2004.9733,3,26.490,0.326,22.499,0.138,20.791,0.044,20.215,0.042,19.613,0.104,,0.4111,0.0488,0.4091
189.172667,27.533140,1,,6,J123641.44+273159.3,,2004.9733,3,25.437,0.595,23.149,0.197,25.304,0.522,25.371,0.445,21.953,0.541,,,,
189.176814,27.535996,1,+,3,J123642.43+273209.5,,2004.9733,3,23.197,0.677,21.618,0.084,19.940,0.029,19.339,0.027,18.876,0.075,,0.3732,0.0368,0.3730
189.181551,27.534022,1,+,6,J123643.57+273202.4,,2004.9733,3,23.280,0.435,21.662,0.056,20.786,0.035,20.441,0.040,20.146,0.128,,,,
189.160448,27.525218,1,+,6,J123638.50+273130.7,,2004.9733,3,25.098,0.746,23.607,0.304,22.858,0.215,22.989,0.381,22.493,0.750,,,,
189.163454,27.540763,1,+,3,J123639.22+273226.7,,2004.9733,3,25.271,0.947,23.591,0.385,22.237,0.170,21.746,0.182,22.447,1.008,,0.4803,0.1305,0.3525
189.166052,27.527857,1,+,3,J123639.85+273140.2,,2004.9733,3,23.006,0.399,24.105,0.464,22.410,0.162,21.314,0.101,20.621,0.229,,0.7356,0.0497,0.6145
189.171208,27.527897,1,+,6,J123641.08+273140.4,,2004.9733,3,25.121,0.738,23.574,0.294,22.400,0.146,21.773,0.137,21.543,0.448,,,,
189.158602,27.548169,1,,3,J123638.06+273253.4,,2004.9733,3,24.916,1.288,25.631,0.882,22.433,0.250,21.119,0.129,21.763,0.875,,0.6399,0.1046,0.4480
189.161713,27.526719,1,,6,J123638.81+273136.1,,2004.9733,3,24.821,0.816,24.203,0.458,23.142,0.270,21.905,0.154,21.718,0.503,,,,
189.163571,27.537382,1,,3,J123639.25+273214.5,,2004.9733,3,23.870,1.134,22.886,0.262,22.068,0.203,20.929,0.117,21.265,0.653,,0.6132,0.1313,0.4923
189.152250,27.534829,1,,3,J123636.53+273205.3,,2004.9733,3,23.345,0.520,23.735,0.356,23.024,0.277,22.056,0.195,21.274,0.399,,0.8208,0.1345,0.7086
189.155685,27.519107,1,,3,J123637.36+273108.7,,2004.9733,3,25.853,0.622,23.396,0.327,22.852,0.289,21.786,0.186,21.458,0.557,,0.5727,0.1601,0.6081
189.190687,27.566832,1,,3,J123645.76+273400.5,*,2004.9733,3,18.902,0.036,17.729,0.007,17.375,0.009,17.181,0.010,17.132,0.039,0.02398,0.0347,0.0129,0.0359
189.190142,27.567926,1,+,6,J123645.63+273404.5,,2004.9733,3,21.203,0.098,20.881,0.038,21.699,0.101,23.215,0.533,22.531,0.804,,,,
189.190087,27.551920,1,,3,J123645.62+273306.9,,2004.9733,3,25.813,1.064,20.841,0.055,19.074,0.019,18.413,0.017,18.153,0.053,0.38355,0.3520,0.0234,0.3516
189.192575,27.551395,1,,3,J123646.21+273305.0,,2004.9733,3,25.376,0.613,24.262,0.455,21.275,0.053,20.570,0.045,20.117,0.126,,0.2901,0.0373,0.4497
189.192810,27.549615,1,,3,J123646.27+273258.6,*,2004.9733,3,24.951,0.811,22.810,0.159,21.266,0.058,20.741,0.057,20.784,0.260,,0.3975,0.0833,0.3840
189.192110,27.553642,1,,3,J123646.10+273313.1,,2004.9733,3,22.320,0.261,20.876,0.036,20.690,0.044,20.439,0.055,20.878,0.329,,0.0731,0.0458,0.1013
189.187373,27.553445,1,,6,J123644.96+273312.4,,2004.9733,3,26.107,0.391,25.099,0.653,22.221,0.131,21.581,0.120,21.018,0.311,,,,
189.188204,27.552105,1,,6,J123645.16+273307.5,,2004.9733,3,24.562,0.786,23.995,0.383,22.937,0.215,22.037,0.158,21.876,0.525,,,,
189.187781,27.558825,1,,6,J123645.06+273331.7,,2004.9733,3,24.107,0.718,24.383,0.487,22.735,0.182,22.067,0.161,22.756,0.727,,,,
189.195082,27.555463,1,,6,J123646.81+273319.6,,2004.9733,3,25.319,0.655,22.968,0.173,22.877,0.212,22.279,0.201,22.993,0.750,,,,
189.193238,27.553124,1,,3,J123646.37+273311.2,,2004.9733,3,21.077,0.110,20.313,0.027,20.096,0.036,19.869,0.042,19.719,0.154,,0.1025,0.0862,0.1422
189.188449,27.556895,1,,6,J123645.22+273324.8,,2004.9733,3,23.750,0.661,23.834,0.365,23.087,0.272,23.181,0.447,23.232,0.752,,,,
189.186632,27.561508,1,+,6,J123644.79+273341.4,*,2004.9733,3,22.961,0.347,20.542,0.024,19.036,0.011,17.998,0.008,17.494,0.016,,,,
189.177712,27.566860,1,+,6,J123642.65+273400.6,*,2004.9733,3,20.907,0.073,20.326,0.021,20.086,0.022,19.802,0.025,19.584,0.083,,,,
189.180134,27.562305,1,+,3,J123643.23+273344.2,,2004.9733,3,23.435,0.797,21.705,0.087,20.342,0.040,19.809,0.040,19.343,0.110,,0.3528,0.0867,0.3541
189.179340,27.563789,1,,3,J123643.04+273349.6,,2004.9733,3,24.997,0.902,24.875,0.691,23.496,0.421,21.361,0.111,21.212,0.403,,0.7567,0.0596,0.6736
189.179374,27.565972,1,+,3,J123643.04+273357.5,,2004.9733,3,23.651,0.644,25.311,0.648,23.092,0.285,23.172,0.477,24.108,0.475,,0.7109,0.1268,0.3128
189.174658,27.554526,1,+,3,J123641.91+273316.2,,2004.9733,3,22.702,0.556,22.279,0.178,21.461,0.135,20.714,0.112,20.123,0.281,,0.6872,0.0926,0.6379
189.177920,27.559037,1,+,6,J123642.70+273332.5,,2004.9733,3,24.627,0.808,23.183,0.205,21.661,0.074,20.556,0.045,19.822,0.099,,,,
189.180062,27.536203,1,,3,J123643.21+273210.3,,2004.9733,3,22.985,0.554,22.498,0.176,22.906,0.361,22.142,0.304,21.970,0.979,,0.8037,0.1497,0.7130
189.180664,27.538265,1,+,3,J123643.35+273217.7,,2004.9733,3,22.666,0.301,23.091,0.209,22.327,0.149,21.679,0.137,21.341,0.413,,0.6770,0.0882,0.6222
189.181244,27.541948,1,+,3,J123643.49+273231.0,,2004.9733,3,25.862,0.507,22.776,0.160,20.791,0.041,20.130,0.036,19.899,0.121,,0.3984,0.0399,0.4159
189.186868,27.541887,1,+,3,J123644.84+273230.7,,2004.9733,3,22.576,0.310,21.597,0.064,20.471,0.035,20.050,0.037,19.718,0.115,,0.3950,0.0951,0.3943
189.195151,27.557600,1,+,3,J123646.83+273327.3,*,2004.9733,3,25.922,0.583,21.976,0.092,20.426,0.035,19.714,0.030,19.290,0.084,,0.4190,0.0408,0.4365
189.174479,27.544827,1,+,3,J123641.87+273241.3,,2004.9733,3,23.652,0.716,23.225,0.263,21.489,0.082,20.858,0.076,20.834,0.309,,0.4106,0.0723,0.4306
189.181509,27.553976,1,+,3,J123643.56+273314.3,,2004.9733,3,24.058,0.762,23.418,0.265,21.845,0.094,21.345,0.098,21.077,0.319,,0.3476,0.0808,0.3880
189.184591,27.558143,1,+,6,J123644.30+273329.3,,2004.9733,3,23.871,0.681,23.521,0.276,22.520,0.158,22.659,0.281,22.116,0.626,,,,
189.186474,27.565972,1,+,6,J123644.75+273357.4,,2004.9733,3,24.325,0.764,23.712,0.311,22.847,0.200,22.155,0.176,22.675,0.722,,,,
189.192278,27.557300,1,+,3,J123646.14+273326.2,,2004.9733,3,24.991,1.018,23.116,0.246,21.805,0.116,21.207,0.111,23.146,0.996,,-9999.0000,-9999.0000,0.2916
189.175342,27.550628,1,,6,J123642.08+273302.2,,2004.9733,3,24.949,0.782,24.654,0.561,23.192,0.270,22.280,0.204,21.585,0.438,,,,
189.185040,27.547236,1,,6,J123644.40+273250.0,,2004.9733,3,26.217,0.365,23.953,0.401,22.868,0.224,21.980,0.168,22.769,0.816,,,,
189.187978,27.539863,1,,6,J123645.11+273223.5,,2004.9733,3,24.484,0.777,24.725,0.561,23.576,0.350,22.407,0.216,23.052,0.708,,,,
189.189085,27.548785,1,,3,J123645.38+273255.6,,2004.9733,3,25.130,0.957,24.367,0.633,22.802,0.267,21.841,0.186,20.888,0.337,,0.8562,0.0573,0.6000
189.201535,27.548918,1,,3,J123648.36+273256.1,*,2004.9733,3,17.096,0.019,15.582,0.004,14.810,0.004,14.398,0.005,13.991,0.007,0.02449,0.0284,0.0091,0.0303
189.197514,27.550315,1,+,3,J123647.40+273301.1,,2004.9733,3,22.690,0.343,21.151,0.050,20.672,0.044,20.333,0.048,20.093,0.154,,0.1538,0.0514,0.1568
189.199298,27.553769,1,+,3,J123647.83+273313.5,*,2004.9733,3,24.906,0.808,22.747,0.149,20.704,0.036,20.135,0.033,19.994,0.124,,0.3732,0.0512,0.3661
189.198152,27.547822,1,+,3,J123647.55+273252.1,,2004.9733,3,23.890,0.734,22.733,0.156,22.068,0.122,21.577,0.122,21.847,0.602,,0.5411,0.1559,0.3510
189.199929,27.549128,1,+,6,J123647.98+273256.8,,2004.9733,3,21.519,0.137,21.268,0.059,20.976,0.061,20.503,0.058,19.506,0.094,,,,
189.203765,27.550617,1,+,6,J123648.90+273302.2,,2004.9733,3,24.257,0.821,24.771,0.609,22.509,0.167,21.994,0.164,22.461,0.764,,,,
189.204531,27.551033,1,+,6,J123649.08+273303.7,,2004.9733,3,24.201,0.805,23.174,0.217,22.386,0.151,21.964,0.161,21.786,0.550,,,,
189.100735,27.512558,1,,3,J123624.17+273045.2,,2004.9733,3,22.161,0.316,20.245,0.029,18.895,0.014,18.400,0.015,18.100,0.042,,0.2379,0.0208,0.2343
189.082370,27.506376,1,+,6,J123619.76+273022.9,*,2004.9733,3,25.053,0.716,22.276,0.094,20.674,0.032,19.757,0.024,19.270,0.060,,,,
189.081919,27.505276,1,+,6,J123619.66+273018.9,,2004.9733,3,22.916,0.326,21.800,0.063,21.176,0.047,20.889,0.060,21.167,0.304,,,,
189.085553,27.517797,1,+,6,J123620.53+273104.0,,2004.9733,3,24.513,0.787,22.151,0.083,21.615,0.067,21.317,0.086,21.395,0.357,,,,
189.086900,27.521939,1,+,6,J123620.85+273118.9,,2004.9733,3,23.746,0.586,21.582,0.052,20.064,0.020,19.290,0.017,18.885,0.044,,,,
189.087987,27.517580,1,,3,J123621.11+273103.2,,2004.9733,3,22.686,0.324,22.702,0.157,23.444,0.398,23.103,0.503,23.513,0.745,,0.6024,0.1379,0.3113
189.093046,27.521998,1,,3,J123622.33+273119.1,*,2004.9733,3,23.247,0.648,22.473,0.163,21.537,0.106,21.079,0.118,20.461,0.300,,0.4895,0.1154,0.4928
189.094328,27.522959,1,,6,J123622.63+273122.6,,2004.9733,3,24.925,0.737,24.394,0.481,22.939,0.205,23.909,0.619,22.528,0.683,,,,
189.097873,27.516632,1,+,3,J123623.48+273059.8,,2004.9733,3,23.178,0.776,21.943,0.129,21.201,0.098,20.667,0.103,20.389,0.331,,0.5351,0.1423,0.4883
189.096753,27.522167,1,,6,J123623.22+273119.8,,2004.9733,3,24.272,0.776,23.105,0.194,24.865,0.606,23.541,0.552,22.778,0.753,,,,
189.110771,27.505009,1,+,3,J123626.58+273018.0,,2004.9733,3,23.505,0.780,22.275,0.138,21.245,0.080,20.862,0.094,20.687,0.336,,0.4045,0.1247,0.3780
189.094068,27.509100,1,+,3,J123622.57+273032.7,,2004.9733,3,23.541,0.608,22.990,0.195,22.263,0.144,22.001,0.192,21.203,0.381,,0.4591,0.1489,0.4421
189.095886,27.505514,1,+,3,J123623.01+273019.8,,2004.9733,3,23.933,1.238,23.018,0.314,21.682,0.143,21.499,0.204,20.507,0.347,,0.2285,0.0870,0.4263
189.098292,27.522872,1,,6,J123623.59+273122.3,,2004.9733,3,25.201,0.668,25.607,0.523,23.108,0.236,24.153,0.658,22.787,0.707,,,,
189.102015,27.521478,1,,6,J123624.48+273117.3,,2004.9733,3,24.036,0.672,25.626,0.520,22.843,0.189,24.748,0.629,23.686,0.530,,,,
189.092094,27.510421,1,,3,J123622.10+273037.5,,2004.9733,3,23.292,0.714,24.855,0.936,24.327,0.944,23.675,1.008,19.487,0.124,,-9999.0000,-9999.0000,0.5478
189.108827,27.536114,1,+,3,J123626.11+273210.0,,2004.9733,3,22.274,0.585,21.378,0.119,20.707,0.101,20.730,0.170,20.498,0.583,,0.3334,0.0727,0.2891
189.114513,27.517636,1,+,3,J123627.48+273103.4,,2004.9733,3,21.526,0.176,20.377,0.031,19.980,0.033,19.825,0.046,19.761,0.177,,0.1680,0.1172,0.1746
189.115644,27.534901,1,,6,J123627.75+273205.6,,2004.9733,3,24.234,0.802,23.054,0.189,25.787,0.427,24.737,0.682,21.722,0.495,,,,
189.119068,27.548800,1,+,3,J123628.57+273255.6,,2004.9733,3,26.444,0.485,22.494,0.181,21.412,0.109,20.571,0.083,20.273,0.266,,0.4401,0.0840,0.5338
189.121124,27.539129,1,+,3,J123629.06+273220.8,,2004.9733,3,24.588,1.123,22.645,0.173,21.854,0.133,21.245,0.123,22.139,0.924,,0.1860,0.1264,0.2786
189.120449,27.543592,1,+,3,J123628.90+273236.9,,2004.9733,3,23.427,0.517,23.491,0.271,21.842,0.088,21.331,0.094,20.740,0.228,,0.4361,0.0736,0.4234
189.124274,27.520676,1,+,3,J123629.82+273114.4,,2004.9733,3,23.193,1.157,22.092,0.213,21.030,0.125,21.169,0.235,19.758,0.279,,0.7540,0.1167,0.3993
189.130697,27.539703,1,+,3,J123631.36+273222.9,,2004.9733,3,23.535,0.793,22.249,0.130,21.591,0.107,21.391,0.148,21.413,0.600,,0.3599,0.0941,0.2587
189.130835,27.531660,1,+,3,J123631.40+273153.9,,2004.9733,3,22.801,0.363,22.280,0.110,21.928,0.112,21.458,0.122,20.906,0.310,,0.7237,0.1728,0.6771
189.130295,27.521980,1,,3,J123631.27+273119.1,,2004.9733,3,22.909,0.412,22.997,0.216,22.073,0.137,21.971,0.206,22.168,0.822,,0.6746,0.1420,0.3839
189.136897,27.534257,1,,6,J123632.85+273203.3,,2004.9733,3,24.624,0.786,23.225,0.209,24.989,0.561,24.085,0.643,21.369,0.352,,,,
189.098901,27.530623,1,+,3,J123623.73+273150.2,,2004.9733,3,23.248,0.781,22.624,0.216,21.622,0.132,20.963,0.124,20.713,0.403,,0.5754,0.0815,0.5577
189.108517,27.527254,1,+,3,J123626.04+273138.1,,2004.9733,3,25.788,0.534,23.896,0.400,22.639,0.191,22.444,0.269,22.311,0.756,,0.5045,0.1179,0.3556
