RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS12,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
189.018275,27.468299,1,,3,J123604.38+272805.8,,2004.9733,3,21.982,0.467,21.664,0.161,20.391,0.079,22.441,0.830,23.000,2.565,,-9999.0000,-9999.0000,0.1416
189.017675,27.473652,1,+,3,J123604.24+272825.1,,2004.9733,3,24.945,0.826,25.045,0.646,23.030,0.264,24.074,0.781,21.609,0.519,,0.8594,0.0998,0.4102
188.995767,27.475757,1,+,3,J123558.98+272832.7,,2004.9733,3,21.054,0.151,19.382,0.018,18.292,0.011,17.832,0.012,17.570,0.035,,0.1907,0.0293,0.1873
189.003151,27.467982,1,+,3,J123600.75+272804.7,,2004.9733,3,21.978,0.261,21.264,0.065,20.319,0.045,19.959,0.058,19.723,0.175,,0.3805,0.0866,0.3837
189.008703,27.452846,1,,3,J123602.08+272710.2,,2004.9733,3,21.950,0.244,22.222,0.144,22.255,0.221,21.887,0.269,21.189,0.591,,-9999.0000,-9999.0000,0.6000
189.010051,27.469335,1,+,3,J123602.41+272809.6,,2004.9733,3,22.721,0.333,22.109,0.093,21.666,0.092,21.600,0.145,21.388,0.474,,0.2867,0.1570,0.3198
189.008956,27.462076,1,+,6,J123602.14+272743.4,*,2004.9733,3,24.484,0.754,22.682,0.128,22.232,0.114,21.575,0.111,21.428,0.389,,,,
189.010565,27.462162,1,+,3,J123602.53+272743.7,,2004.9733,3,24.570,0.767,23.287,0.219,22.740,0.183,22.248,0.268,21.992,0.588,,0.5949,0.1732,0.5095
189.012902,27.479388,1,+,3,J123603.09+272845.7,,2004.9733,3,25.893,0.441,23.129,0.192,22.161,0.113,21.245,0.087,21.048,0.292,,0.4826,0.1083,0.5740
189.014566,27.455324,1,,6,J123603.49+272719.1,,2004.9733,3,25.688,0.465,23.084,0.179,24.781,0.566,24.499,0.682,23.608,0.572,,,,
189.015919,27.475894,1,+,3,J123603.82+272833.2,,2004.9733,3,23.694,0.641,22.961,0.183,22.124,0.125,22.245,0.236,22.491,0.841,,0.4842,0.1094,0.2881
189.021729,27.464986,1,+,3,J123605.21+272753.9,*,2004.9733,3,21.483,0.273,20.121,0.039,18.746,0.019,18.198,0.018,17.731,0.049,,0.3144,0.0519,0.3161
188.994610,27.464808,1,+,3,J123558.70+272753.3,,2004.9733,3,25.040,1.428,22.453,0.200,21.776,0.225,21.815,0.285,22.417,1.480,,0.0308,0.0653,0.1228
189.011249,27.463935,1,,6,J123602.69+272750.1,,2004.9733,3,25.652,0.494,24.193,0.414,23.323,0.278,22.302,0.207,21.168,0.308,,,,
189.007070,27.462098,1,,6,J123601.69+272743.5,,2004.9733,3,24.237,0.776,23.848,0.349,24.983,0.613,23.594,0.596,20.273,0.157,,,,
189.023967,27.468786,1,+,3,J123605.75+272807.6,*,2004.9733,3,25.737,0.709,24.481,0.726,21.970,0.141,22.115,0.276,21.579,0.663,,0.2995,0.0690,0.3637
189.057397,27.473813,1,+,3,J123613.77+272825.7,*,2004.9733,3,20.802,0.119,19.009,0.013,18.151,0.010,17.790,0.011,17.416,0.029,,0.1025,0.0238,0.1090
189.045619,27.474544,1,+,3,J123610.94+272828.3,*,2004.9733,3,20.765,0.084,19.739,0.017,19.215,0.016,18.845,0.018,18.777,0.065,,0.1461,0.0357,0.1529
189.043536,27.474082,1,+,3,J123610.44+272826.6,,2004.9733,3,22.756,0.365,21.813,0.077,21.533,0.083,21.178,0.104,21.834,0.683,,0.3579,0.1007,0.1857
189.045934,27.473233,1,,3,J123611.02+272823.6,,2004.9733,3,22.683,0.448,21.670,0.087,21.213,0.092,20.960,0.115,22.882,1.318,,0.1212,0.0852,0.1562
189.044840,27.476238,1,+,6,J123610.76+272834.4,,2004.9733,3,23.533,0.512,22.980,0.168,23.082,0.229,23.035,0.378,22.831,0.717,,,,
189.049508,27.452122,1,+,6,J123611.88+272707.6,*,2004.9733,3,23.850,0.605,21.287,0.042,19.852,0.018,18.711,0.012,18.135,0.025,,,,
189.041081,27.470174,1,,3,J123609.85+272812.6,,2004.9733,3,20.867,0.107,19.496,0.016,19.065,0.017,18.714,0.019,18.606,0.067,,0.0905,0.0312,0.0994
189.055270,27.484225,1,+,3,J123613.26+272903.2,,2004.9733,3,21.558,0.164,21.580,0.077,21.297,0.085,21.048,0.116,20.590,0.317,,0.8632,0.2008,0.5905
189.040574,27.466167,1,+,6,J123609.73+272758.2,,2004.9733,3,23.213,0.406,23.125,0.191,21.339,0.055,19.664,0.023,18.695,0.039,,,,
189.040759,27.464178,1,+,3,J123609.78+272751.0,,2004.9733,3,23.913,0.890,22.395,0.138,22.114,0.150,21.428,0.141,21.312,0.510,,0.6852,0.1819,0.5588
189.045093,27.478692,1,+,3,J123610.82+272843.2,,2004.9733,3,20.978,0.541,20.782,0.288,20.300,0.301,19.344,0.212,18.883,0.598,,0.7487,0.0570,0.7359
189.045761,27.466349,1,+,6,J123610.98+272758.8,,2004.9733,3,24.298,0.767,23.147,0.202,22.623,0.171,22.276,0.218,22.619,0.767,,,,
189.051072,27.475314,1,+,6,J123612.25+272831.1,,2004.9733,3,22.949,0.332,22.750,0.138,22.939,0.205,23.157,0.418,22.572,0.708,,,,
189.054955,27.453153,1,+,3,J123613.18+272711.3,*,2004.9733,3,22.190,0.520,20.691,0.069,20.175,0.065,19.920,0.083,20.093,0.413,,0.1350,0.0571,0.1404
189.058704,27.477139,1,+,3,J123614.08+272837.6,,2004.9733,3,23.722,1.477,21.728,0.134,21.159,0.122,20.757,0.144,20.773,0.608,,0.2393,0.1106,0.2101
189.062127,27.473705,1,+,3,J123614.91+272825.3,,2004.9733,3,21.584,0.486,20.743,0.104,20.557,0.142,20.461,0.218,20.009,0.613,,0.2682,0.2053,0.2865
189.061264,27.456128,1,+,3,J123614.70+272722.0,,2004.9733,3,26.498,0.304,23.125,0.223,22.562,0.192,23.130,0.511,22.668,0.910,,0.0316,0.0929,0.2296
189.064187,27.460324,1,+,3,J123615.40+272737.1,,2004.9733,3,22.260,0.322,21.243,0.062,20.697,0.060,20.447,0.079,20.348,0.298,,0.2120,0.0878,0.2238
189.050683,27.456138,1,+,3,J123612.16+272722.0,,2004.9733,3,23.830,1.014,23.752,0.512,22.169,0.188,22.181,0.329,21.136,0.532,,0.4217,0.0869,0.4158
189.071669,27.469163,1,,3,J123617.20+272808.9,,2004.9733,3,25.909,0.479,23.615,0.325,22.729,0.209,25.548,0.502,22.774,0.885,,0.7021,0.0878,0.3381
189.044101,27.469195,1,,3,J123610.58+272809.1,,2004.9733,3,24.280,0.797,23.683,0.319,23.129,0.271,21.625,0.131,22.366,0.756,,0.4930,0.1441,0.4276
189.086812,27.481385,1,+,6,J123620.83+272852.9,,2004.9733,3,21.024,0.075,19.505,0.012,18.855,0.010,18.555,0.011,18.469,0.032,,,,
189.059905,27.490372,1,+,3,J123614.37+272925.3,,2004.9733,3,23.308,0.689,22.275,0.141,21.048,0.070,20.574,0.079,20.249,0.238,,0.4081,0.1038,0.4022
189.061908,27.486581,1,+,3,J123614.85+272911.6,,2004.9733,3,23.461,0.629,22.375,0.124,21.967,0.123,21.558,0.146,21.068,0.382,,0.4466,0.2390,0.4408
189.072756,27.497707,1,+,3,J123617.46+272951.7,,2004.9733,3,22.229,0.286,22.066,0.116,21.236,0.085,21.039,0.117,20.305,0.253,,0.4121,0.0877,0.4055
189.072484,27.483090,1,,6,J123617.39+272859.1,,2004.9733,3,23.529,0.555,22.990,0.183,23.794,0.446,22.713,0.330,21.463,0.440,,,,
189.073267,27.492257,1,+,6,J123617.58+272932.1,,2004.9733,3,24.065,0.696,22.636,0.129,21.772,0.079,21.319,0.091,20.737,0.220,,,,
189.075451,27.472396,1,+,3,J123618.10+272820.6,,2004.9733,3,22.296,0.336,21.254,0.064,20.282,0.044,19.903,0.050,19.722,0.172,,0.3435,0.1016,0.3425
189.088010,27.486905,1,+,6,J123621.12+272912.8,,2004.9733,3,23.277,0.428,21.389,0.045,20.233,0.023,19.820,0.025,19.610,0.081,,,,
189.088333,27.484005,1,+,3,J123621.19+272902.4,,2004.9733,3,22.667,0.328,22.107,0.099,21.399,0.073,21.248,0.108,21.448,0.508,,0.4549,0.1309,0.3144
189.066455,27.481336,1,+,3,J123615.94+272852.8,,2004.9733,3,25.456,0.680,23.122,0.221,22.440,0.176,22.236,0.241,21.828,0.623,,0.3458,0.1108,0.2956
189.068130,27.499485,1,+,3,J123616.35+272958.1,,2004.9733,3,23.983,0.793,23.468,0.297,22.288,0.148,21.724,0.155,22.891,0.901,,0.9639,0.1271,0.3036
189.082555,27.497542,1,+,3,J123619.81+272951.1,,2004.9733,3,26.815,0.586,23.895,0.971,21.308,0.158,20.625,0.144,19.264,0.178,,-9999.0000,-9999.0000,0.4927
189.066500,27.494920,1,,3,J123615.96+272941.7,,2004.9733,3,26.759,0.236,24.810,0.667,22.929,0.255,21.883,0.178,22.594,0.872,,0.5409,0.1037,0.4380
189.071026,27.501060,1,,6,J123617.04+273003.8,,2004.9733,3,24.705,0.776,23.818,0.332,23.571,0.338,22.311,0.210,22.244,0.629,,,,
189.079722,27.490759,1,,3,J123619.13+272926.7,,2004.9733,3,22.882,0.454,23.167,0.277,22.288,0.196,22.425,0.361,20.734,0.333,,0.9716,0.1153,0.4246
189.088051,27.490283,1,,3,J123621.13+272925.0,,2004.9733,3,24.324,1.269,22.823,0.241,22.112,0.187,22.793,0.580,20.824,0.433,,-9999.0000,-9999.0000,0.3848
189.012131,27.491340,1,+,6,J123602.91+272928.8,*,2004.9733,3,20.715,0.060,18.195,0.006,16.776,0.005,15.641,0.004,15.039,0.005,,,,
189.012003,27.488384,1,,3,J123602.88+272918.1,*,2004.9733,3,23.336,0.462,23.093,0.186,22.137,0.109,21.988,0.168,21.331,0.371,,0.4824,0.0813,0.4011
189.013512,27.488364,1,+,3,J123603.24+272918.1,,2004.9733,3,23.732,0.615,23.906,0.372,22.282,0.131,21.651,0.131,20.704,0.229,,0.6295,0.0772,0.4965
189.022078,27.492790,1,+,6,J123605.29+272934.0,*,2004.9733,3,23.214,0.404,21.953,0.071,21.530,0.065,21.467,0.104,21.782,0.510,,,,
189.022393,27.476898,1,+,6,J123605.37+272836.8,*,2004.9733,3,24.413,0.778,23.359,0.236,22.458,0.147,22.644,0.296,22.239,0.678,,,,
189.045892,27.493461,1,,3,J123611.01+272936.4,,2004.9733,3,21.176,0.175,26.679,0.625,23.185,0.701,22.523,0.671,24.077,1.128,,0.7965,0.1222,0.4106
189.026203,27.482159,1,+,3,J123606.28+272855.7,,2004.9733,3,21.871,0.191,22.409,0.142,22.004,0.139,21.633,0.174,20.727,0.318,,0.6647,0.1654,0.5296
189.035800,27.504262,1,+,3,J123608.59+273015.3,,2004.9733,3,23.527,0.932,22.244,0.158,21.453,0.115,21.351,0.179,21.156,0.605,,0.3230,0.0957,0.2889
189.035274,27.489667,1,+,3,J123608.46+272922.7,,2004.9733,3,24.972,0.758,22.946,0.169,22.502,0.151,21.759,0.138,21.832,0.530,,0.5166,0.1887,0.4323
189.038060,27.495046,1,+,6,J123609.13+272942.1,,2004.9733,3,25.330,0.620,23.021,0.171,21.587,0.065,20.118,0.032,19.305,0.062,,,,
189.040070,27.493701,1,+,3,J123609.61+272937.3,,2004.9733,3,22.421,0.365,22.129,0.133,21.779,0.140,21.370,0.169,21.620,0.800,,0.4548,0.1593,0.4303
189.042923,27.489464,1,+,3,J123610.30+272922.0,*,2004.9733,3,25.486,0.760,22.446,0.139,21.690,0.099,21.423,0.134,23.159,0.975,,-9999.0000,-9999.0000,0.2006
189.041185,27.489468,1,,3,J123609.88+272922.0,,2004.9733,3,24.553,0.870,23.858,0.380,22.443,0.160,21.730,0.148,20.931,0.291,,0.5689,0.0906,0.5245
189.026660,27.505868,1,+,6,J123606.39+273021.1,,2004.9733,3,22.947,0.346,23.960,0.382,22.881,0.212,22.394,0.244,21.480,0.417,,,,
189.042894,27.486025,1,+,3,J123610.29+272909.6,,2004.9733,3,23.866,0.729,23.183,0.228,22.572,0.183,21.978,0.188,23.086,0.844,,0.8465,0.1247,0.2591
189.027884,27.500880,1,,6,J123606.69+273003.1,*,2004.9733,3,24.470,0.804,24.687,0.563,23.397,0.319,22.035,0.178,22.846,0.773,,,,
189.060349,27.504671,1,+,6,J123614.48+273016.8,*,2004.9733,3,22.533,0.241,19.426,0.012,17.996,0.007,16.858,0.005,16.255,0.008,,,,
189.066596,27.516017,1,+,6,J123615.98+273057.6,*,2004.9733,3,20.621,0.058,19.780,0.014,19.537,0.015,19.475,0.020,19.482,0.072,,,,
189.068703,27.515743,1,+,3,J123616.48+273056.6,,2004.9733,3,24.239,0.861,24.542,0.594,22.468,0.171,21.797,0.160,22.510,0.834,,0.5905,0.1134,0.4142
189.032995,27.508667,1,+,6,J123607.91+273031.2,,2004.9733,3,23.140,0.404,22.750,0.143,22.471,0.149,22.325,0.227,22.416,0.715,,,,
189.048664,27.514704,1,,3,J123611.67+273052.9,,2004.9733,3,22.806,0.492,22.494,0.178,22.313,0.230,21.817,0.251,20.844,0.433,,0.9219,0.1997,0.5616
189.054272,27.496280,1,+,3,J123613.02+272946.6,,2004.9733,3,23.410,0.556,22.423,0.120,21.786,0.095,21.626,0.141,21.068,0.344,,0.3153,0.1095,0.3228
189.054908,27.505731,1,+,3,J123613.17+273020.6,,2004.9733,3,22.647,0.520,21.974,0.135,21.313,0.112,21.405,0.205,21.908,1.164,,0.3498,0.0834,0.1548
189.059220,27.518391,1,+,3,J123614.21+273106.2,,2004.9733,3,23.353,0.562,21.750,0.071,20.632,0.039,20.258,0.046,19.832,0.127,,0.3635,0.1055,0.3624
189.057091,27.494815,1,+,3,J123613.70+272941.3,*,2004.9733,3,23.581,0.837,23.416,0.376,21.526,0.106,20.856,0.098,20.418,0.273,,0.4601,0.0485,0.4437
189.058470,27.495665,1,,3,J123614.03+272944.3,,2004.9733,3,23.537,0.579,22.863,0.167,22.289,0.137,22.101,0.200,22.292,0.737,,0.4895,0.1539,0.3120
189.042078,27.516103,1,+,6,J123610.09+273057.9,,2004.9733,3,24.683,0.817,24.114,0.416,22.737,0.182,22.750,0.317,21.442,0.391,,,,
189.046084,27.525296,1,+,3,J123611.06+273131.0,,2004.9733,3,23.764,0.626,23.913,0.367,22.207,0.118,21.247,0.088,20.878,0.251,,0.5474,0.0419,0.5487
189.051333,27.504595,1,+,6,J123612.32+273016.5,,2004.9733,3,25.837,0.433,24.057,0.388,22.427,0.133,21.501,0.104,20.793,0.220,,,,
189.060011,27.510618,1,+,6,J123614.40+273038.2,,2004.9733,3,23.826,0.649,23.185,0.207,21.936,0.092,21.352,0.095,20.569,0.192,,,,
189.060438,27.515656,1,,6,J123614.50+273056.3,,2004.9733,3,25.161,0.721,24.085,0.414,22.885,0.208,24.533,0.717,22.981,0.745,,,,
189.067698,27.505761,1,+,3,J123616.24+273020.7,,2004.9733,3,26.002,0.390,24.047,0.388,22.927,0.204,22.173,0.185,21.563,0.412,,0.5944,0.1092,0.5608
189.048651,27.521035,1,,3,J123611.67+273115.7,,2004.9733,3,27.069,0.351,26.436,0.683,22.678,0.396,21.305,0.209,20.667,0.462,,0.5153,0.0407,0.5827
189.056968,27.524223,1,,3,J123613.67+273127.2,,2004.9733,3,24.992,1.447,22.949,0.295,22.417,0.305,21.349,0.182,20.691,0.433,,0.5768,0.1378,0.6557
189.158634,27.470987,1,+,3,J123638.07+272815.5,,2004.9733,3,24.511,0.941,22.358,0.122,21.499,0.082,20.353,0.048,20.898,0.321,,0.3504,0.1279,0.4160
189.136357,27.464901,1,+,6,J123632.72+272753.6,,2004.9733,3,21.743,0.127,20.704,0.027,20.164,0.022,20.059,0.031,20.115,0.127,,,,
189.137931,27.461657,1,+,6,J123633.10+272741.9,,2004.9733,3,22.157,0.174,20.725,0.027,19.995,0.020,19.619,0.022,19.410,0.070,,,,
189.138903,27.484127,1,+,3,J123633.33+272902.8,,2004.9733,3,21.863,0.289,20.815,0.054,20.308,0.052,20.090,0.069,19.790,0.221,,0.1905,0.0602,0.2150
189.147595,27.480985,1,,3,J123635.42+272851.5,,2004.9733,3,24.266,0.886,22.981,0.201,23.497,0.410,22.327,0.260,22.237,0.795,,0.1310,0.1818,0.5897
189.119778,27.467723,1,,3,J123628.74+272803.8,,2004.9733,3,26.085,0.440,24.123,0.489,22.639,0.205,21.758,0.160,21.819,0.634,,0.4311,0.0874,0.4815
189.128564,27.468397,1,+,3,J123630.85+272806.2,,2004.9733,3,24.840,1.007,23.736,0.409,22.372,0.189,22.210,0.275,21.553,0.605,,0.3925,0.0929,0.3883
189.129023,27.476230,1,+,3,J123630.96+272834.4,,2004.9733,3,25.609,0.643,23.424,0.299,22.148,0.139,21.706,0.158,21.183,0.402,,0.3539,0.1101,0.4010
189.135571,27.459228,1,+,3,J123632.53+272733.2,,2004.9733,3,23.991,0.767,23.232,0.244,22.391,0.162,22.441,0.284,21.193,0.395,,0.7662,0.1144,0.4021
189.139660,27.476499,1,+,3,J123633.51+272835.3,,2004.9733,3,21.531,0.354,21.994,0.247,20.926,0.147,20.584,0.182,21.502,1.672,,0.9194,0.1128,0.2192
189.142539,27.468364,1,+,3,J123634.20+272806.1,,2004.9733,3,23.964,0.750,23.330,0.257,22.636,0.197,22.860,0.389,23.335,0.793,,0.4847,0.1043,0.2021
189.142658,27.470642,1,+,3,J123634.23+272814.3,,2004.9733,3,25.254,2.308,21.971,0.216,21.203,0.170,20.880,0.209,20.717,0.785,,0.3592,0.1492,0.2870
189.141865,27.475635,1,,3,J123634.04+272832.2,,2004.9733,3,23.992,0.918,24.897,0.802,23.684,0.551,21.614,0.163,21.292,0.500,,0.8239,0.0585,0.6770
189.143177,27.465290,1,,3,J123634.36+272755.0,,2004.9733,3,23.411,0.587,23.253,0.265,22.516,0.192,21.868,0.184,21.201,0.422,,0.6872,0.1031,0.6494
189.144602,27.456840,1,,3,J123634.70+272724.6,,2004.9733,3,22.439,0.419,22.847,0.290,21.881,0.184,22.411,0.485,22.001,1.264,,0.1890,0.0675,0.3605
189.154249,27.500902,1,,6,J123637.01+273003.2,*,2004.9733,3,15.971,0.006,14.489,0.003,13.878,0.003,15.152,0.013,13.929,0.005,,,,
189.154518,27.500938,1,,3,J123637.08+273003.3,,2004.9733,3,24.643,10.048,25.082,11.656,16.904,0.018,17.048,0.020,22.846,5.580,,-9999.0000,-9999.0000,0.3256
189.164082,27.474219,1,,3,J123639.37+272827.1,*,2004.9733,3,14.858,0.013,11.105,0.001,10.820,0.001,10.734,0.001,11.145,0.002,,0.0496,0.0332,0.0553
189.161589,27.473154,1,+,6,J123638.78+272823.3,,2004.9733,3,24.635,0.921,22.743,0.221,20.386,0.032,20.371,0.046,22.827,0.799,,,,
189.168690,27.476254,1,+,3,J123640.48+272834.5,,2004.9733,3,24.635,0.828,22.312,0.117,21.573,0.077,20.983,0.073,22.827,0.817,,-9999.0000,-9999.0000,0.2385
189.156133,27.475549,1,+,6,J123637.47+272831.9,,2004.9733,3,22.355,0.208,21.978,0.073,20.744,0.035,20.705,0.051,20.940,0.258,,,,
189.165383,27.479501,1,,3,J123639.69+272846.2,,2004.9733,3,25.402,0.693,23.565,0.323,23.082,0.293,21.072,0.085,23.014,0.879,,-9999.0000,-9999.0000,0.3920
189.162083,27.469647,1,+,6,J123638.90+272810.7,,2004.9733,3,24.573,0.787,23.836,0.349,22.798,0.189,21.667,0.118,22.643,0.718,,,,
189.160338,27.472660,1,+,6,J123638.48+272821.5,,2004.9733,3,24.635,0.852,22.511,0.145,21.556,0.076,20.575,0.051,22.827,0.791,,,,
189.164790,27.480827,1,+,6,J123639.54+272850.9,,2004.9733,3,24.847,0.826,23.150,0.212,22.897,0.228,22.219,0.209,23.308,0.733,,,,
189.170499,27.478843,1,,6,J123640.91+272843.8,,2004.9733,3,24.133,0.754,25.608,0.568,25.280,0.591,22.325,0.231,23.311,0.736,,,,
189.167366,27.499156,1,,3,J123640.16+272956.9,*,2004.9733,3,20.286,0.098,18.450,0.011,17.560,0.008,17.142,0.008,16.894,0.024,0.13271,0.1083,0.0287,0.1100
189.165235,27.500750,1,+,6,J123639.65+273002.7,,2004.9733,3,24.640,0.778,22.587,0.125,20.940,0.040,19.868,0.026,19.209,0.059,,,,
189.144903,27.492653,1,+,3,J123634.77+272933.5,,2004.9733,3,23.824,0.954,22.516,0.169,21.759,0.129,21.825,0.228,21.315,0.589,,0.2361,0.0938,0.3089
189.148748,27.489284,1,+,6,J123635.69+272921.4,,2004.9733,3,23.572,0.521,21.762,0.061,20.327,0.025,19.256,0.017,18.702,0.039,,,,
189.150295,27.483837,1,+,3,J123636.07+272901.8,,2004.9733,3,23.450,0.662,22.407,0.138,21.407,0.084,21.156,0.111,21.455,0.576,,0.3675,0.1253,0.2958
189.158086,27.496678,1,+,3,J123637.94+272948.0,,2004.9733,3,22.478,0.296,21.535,0.063,20.257,0.031,19.720,0.031,19.346,0.090,,0.4001,0.0760,0.3962
189.157486,27.481193,1,,3,J123637.79+272852.2,,2004.9733,3,23.199,0.710,22.133,0.141,23.807,0.803,22.841,0.615,23.771,1.017,,0.1020,0.1377,0.2452
189.162158,27.508998,1,+,3,J123638.91+273032.3,,2004.9733,3,23.823,0.712,22.093,0.091,20.585,0.035,19.956,0.032,19.679,0.103,,0.3889,0.0639,0.3882
189.162888,27.486253,1,+,3,J123639.09+272910.5,,2004.9733,3,22.263,0.341,21.497,0.084,21.108,0.089,21.658,0.238,21.922,1.121,,-9999.0000,-9999.0000,0.1926
189.167234,27.491329,1,+,3,J123640.13+272928.7,,2004.9733,3,22.753,0.354,22.033,0.092,21.213,0.064,21.044,0.089,21.484,0.525,,0.3251,0.1072,0.2162
189.175807,27.489377,1,+,3,J123642.19+272921.7,*,2004.9733,3,23.482,1.307,21.966,0.172,20.124,0.052,19.425,0.046,18.633,0.096,,0.4530,0.0480,0.4723
189.175403,27.490695,1,,6,J123642.09+272926.5,,2004.9733,3,24.280,0.741,25.028,0.591,24.734,0.585,22.287,0.198,23.408,0.634,,,,
189.145736,27.485633,1,+,3,J123634.97+272908.2,,2004.9733,3,24.825,1.061,23.989,0.516,21.832,0.119,20.894,0.086,20.585,0.274,,0.4906,0.0339,0.5130
189.154919,27.483535,1,+,3,J123637.18+272900.7,,2004.9733,3,23.313,0.911,23.481,0.509,21.916,0.195,21.682,0.262,21.754,1.081,,0.3373,0.0872,0.4272
189.158422,27.504027,1,+,3,J123638.02+273014.4,,2004.9733,3,24.467,0.963,23.102,0.231,22.488,0.192,21.810,0.174,22.084,0.777,,0.4596,0.1835,0.4050
189.165587,27.507660,1,+,3,J123639.74+273027.5,,2004.9733,3,23.297,0.469,23.537,0.286,22.344,0.142,21.953,0.164,21.755,0.529,,0.3666,0.0782,0.4407
189.168828,27.495095,1,+,3,J123640.51+272942.3,,2004.9733,3,24.112,0.981,22.913,0.212,21.887,0.128,21.263,0.121,20.947,0.376,,0.5442,0.1286,0.5008
189.162834,27.500321,1,,3,J123639.08+273001.1,,2004.9733,3,24.117,0.925,23.920,0.459,24.067,0.656,21.592,0.146,21.765,0.655,,0.1549,0.1291,0.5521
189.121566,27.482065,1,+,6,J123629.17+272855.4,*,2004.9733,3,17.289,0.009,16.306,0.003,16.006,0.004,15.884,0.004,15.881,0.007,,,,
189.102151,27.486956,1,+,6,J123624.51+272913.0,*,2004.9733,3,20.051,0.039,17.881,0.005,16.947,0.005,16.609,0.005,16.444,0.009,,,,
189.129421,27.487997,1,+,6,J123631.06+272916.7,,2004.9733,3,20.591,0.055,18.610,0.007,17.806,0.006,17.529,0.006,17.390,0.015,,,,
189.108669,27.487421,1,+,6,J123626.08+272914.7,*,2004.9733,3,21.047,0.078,20.307,0.020,20.014,0.020,19.864,0.026,19.678,0.086,,,,
189.107487,27.487098,1,,3,J123625.79+272913.5,,2004.9733,3,24.379,0.756,22.905,0.159,23.684,0.368,23.358,0.470,22.171,0.611,,-9999.0000,-9999.0000,0.4903
189.104364,27.494507,1,+,3,J123625.04+272940.2,,2004.9733,3,24.463,1.007,22.566,0.149,21.486,0.082,20.877,0.081,20.606,0.260,,0.5140,0.1325,0.4599
189.109740,27.483296,1,+,6,J123626.33+272859.8,,2004.9733,3,22.561,0.265,21.853,0.071,21.584,0.074,21.482,0.114,21.306,0.387,,,,
189.112788,27.496782,1,+,3,J123627.06+272948.4,,2004.9733,3,22.757,0.315,23.908,0.390,22.490,0.162,22.009,0.179,21.498,0.449,,0.4800,0.0740,0.4612
189.111776,27.497616,1,+,3,J123626.82+272951.4,*,2004.9733,3,22.420,0.280,21.764,0.074,21.583,0.090,21.471,0.135,21.570,0.573,,0.5132,0.1988,0.2843
189.116847,27.499510,1,,3,J123628.04+272958.2,,2004.9733,3,23.402,0.532,23.145,0.225,22.918,0.269,21.491,0.120,22.275,0.781,,0.5099,0.1426,0.4077
189.117095,27.501246,1,+,3,J123628.10+273004.4,*,2004.9733,3,22.047,0.318,19.765,0.021,18.893,0.015,18.367,0.015,18.036,0.045,,0.1265,0.0320,0.1443
189.119349,27.502920,1,+,6,J123628.64+273010.5,,2004.9733,3,25.147,0.721,23.823,0.355,21.845,0.088,20.408,0.043,19.712,0.093,,,,
189.120898,27.501227,1,+,3,J123629.01+273004.4,*,2004.9733,3,22.568,0.454,20.305,0.030,19.499,0.023,19.195,0.028,18.932,0.092,,0.1657,0.0557,0.1468
189.121268,27.476040,1,+,3,J123629.10+272833.7,,2004.9733,3,23.129,0.523,22.483,0.146,21.675,0.105,21.576,0.159,20.782,0.330,,0.3770,0.0962,0.3876
189.126559,27.486891,1,+,3,J123630.37+272912.8,,2004.9733,3,23.442,0.543,22.964,0.187,22.136,0.124,21.951,0.176,22.199,0.731,,0.5735,0.1320,0.3380
189.128461,27.497443,1,+,3,J123630.83+272950.7,,2004.9733,3,22.700,0.347,23.029,0.227,22.170,0.149,22.687,0.386,22.752,1.001,,0.2313,0.1190,0.3204
189.132179,27.490532,1,+,3,J123631.72+272925.9,,2004.9733,3,23.783,0.841,22.882,0.213,22.116,0.156,21.857,0.205,21.402,0.554,,0.3567,0.1128,0.3665
189.106176,27.492963,1,+,3,J123625.48+272934.6,,2004.9733,3,24.711,0.956,23.579,0.336,22.336,0.159,21.537,0.134,22.035,0.729,,0.4877,0.1361,0.4142
189.121477,27.497534,1,+,3,J123629.15+272951.1,,2004.9733,3,24.416,1.409,22.986,0.302,21.870,0.165,21.748,0.249,21.588,0.848,,0.3749,0.1117,0.3506
189.125365,27.482620,1,+,3,J123630.08+272857.4,,2004.9733,3,23.611,0.656,23.091,0.222,21.959,0.115,20.951,0.080,20.372,0.195,,0.6766,0.0724,0.6391
189.117389,27.494679,1,,6,J123628.17+272940.8,,2004.9733,3,24.794,0.789,24.864,0.586,25.418,0.511,22.220,0.197,22.504,0.720,,,,
189.112340,27.493778,1,,6,J123626.96+272937.6,,2004.9733,3,24.727,0.787,26.149,0.404,24.949,0.595,23.473,0.530,20.373,0.164,,,,
189.130076,27.493701,1,,3,J123631.21+272937.3,,2004.9733,3,22.159,0.390,22.159,0.178,22.596,0.420,23.136,1.064,20.772,0.576,,-9999.0000,-9999.0000,0.4125
189.113666,27.475238,1,,3,J123627.27+272830.8,,2004.9733,3,24.839,1.333,23.394,0.405,22.795,0.355,21.399,0.169,21.706,0.873,,0.5902,0.1286,0.4940
189.132485,27.502456,1,+,6,J123631.79+273008.8,*,2004.9733,3,20.323,0.047,19.089,0.010,18.490,0.008,18.240,0.009,18.177,0.026,,,,
189.131247,27.503190,1,+,6,J123631.49+273011.4,,2004.9733,3,23.917,0.671,23.537,0.276,22.471,0.144,22.028,0.164,22.134,0.611,,,,
